file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,買掛金,買掛金,(株)中北電機,仙台市若林区卸町東4丁目3-27,84035,材料代,,,,,,,,,,,,,,,
,,,2,〃,〃,(株)青葉機械工事,岩沼市下野郷字出雲屋敷33-1,1699390,外注代,,,,,,,,,,,,,,,
,,,3,〃,〃,(株)レウシット,仙台市青葉区五橋2-4-5-803,21340,消耗品代,,,,,,,,,,,,,,,
,,,4,〃,〃,(株)大伸工房,仙台市若林区六丁の目元町9-5,30800,外注代,,,,,,,,,,,,,,,
,,,5,〃,〃,(有)プロテック仙台,仙台市若林区六丁の目北町14-77,198000,商品仕入,,,,,,,,,,,,,,,
,,,6,〃,〃,(株)ホシモト,大阪府大阪市生野区中川西2-24-32,28050,外注代,,,,,,,,,,,,,,,
,,,7,,,,買掛金計,17931325,,,,,,,,,,,,,,,,
,,,8,未払金,未払金,仙台南年金事務所,仙台市太白区長町南1丁目3-1,1164000,社会保険料,,,,,,,,,,,,,,,
,,,9,〃,〃,東北電力(株),,223324,電力料,,,,,,,,,,,,,,,
,,,10,〃,〃,(有)仙台立和運輸,多賀城市栄2丁目3-31,354200,運賃,,,,,,,,,,,,,,,
,,,11,〃,〃,仙台機械金属鉄工団地組合,仙台市若林区六丁の目元町9-25,221222,ガリリン・軽油代,,,,,,,,,,,,,,,
,,,12,〃,〃,新潟運輸(株),新潟市中央区女池北1丁目1-1,196361,運賃,,,,,,,,,,,,,,,
,,,13,〃,〃,宮城トヨタ自動車(株),仙台市宮城野区日の出町2丁目3-7,140660,2tトラック・ライトエース車検整備料,,,,,,,,,,,,,,,
,,,14,〃,〃,税理士法人プロフェッションズ,仙台市青葉区二日町16-1二日町東急ビル7-B,61600,書類作成料,,,,,,,,,,,,,,,
,,,15,〃,〃,(株)河野文具,神奈川県海老名市東柏ヶ谷1丁目15-22,91724,事務用品,,,,,,,,,,,,,,,
,,,16,〃,〃,NTT東日本(株),東京都新宿区西新宿3丁目19-2,31829,11・12・1月分電話料,,,,,,,,,,,,,,,
,,,17,〃,〃,NISSANカード,千葉県千葉市美浜区中瀬二丁目6番地1WBGマリブウェスト,7655,カード年会費,,,,,,,,,,,,,,,
,,,18,〃,〃,南東北福山通運(株),仙台市宮城野区扇町7丁目4-6,14795,運賃,,,,,,,,,,,,,,,
,,,19,〃,〃,トヨタファイナンス(株),名古屋市中区錦町2丁目17-21,40490,12.1月分有料道路通行料,,,,,,,,,,,,,,,
,,,20,〃,〃,(株)NTTファイナンス,東京都港区芝浦1丁目2-1,10130,携帯電話料,,,,,,,,,,,,,,,
,,,21,〃,〃,丹治会計事務所,仙台市青葉区二日町16-1二日町東急ビル7-B,10918,システム利用料,,,,,,,,,,,,,,,
,,,22,〃,〃,常陽銀行仙台支店,仙台市青葉区中央2丁目1-21,2750,ファクシミリ使用料,,,,,,,,,,,,,,,
,,,23,計,計,,,,,,,,,,,,,,,,,,,
