"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"晃栄化学工業(株)","","5.2.28","","","1442046","",""
"コムズ(株)","","4.12.15","","","1180000","",""
"〃","","5.1.5","","","1540000","",""
"〃","","5.2.5","","","1830000","",""
"新栄ケミカル(株)","","4.11.30","","","1386524","",""
"〃","","5.1.10","","","1402693","",""
"三惠冶金工業(株)","","4.11.20","","","1896053","",""
"〃","","4.12.20","","","2711832","",""
"〃","","5.1.20","","","2091353","",""
"(株)三工商会","","4.11.30","","","4393310","",""
"〃","","4.12.5","","","3356204","",""
"〃","","5.1.5","","","5563764","",""
"(株)三進製作所","","4.11.30","","","1741047","",""
"〃","","4.12.31","","","1402498","",""
"〃","","5.1.31","","","1493347","",""
"〃","","5.2.28","","","1890565","",""
"(株)サンベスト工業","","5.1.20","","","1435809","",""
"新栄ケミカル(株)","","4.1.10","","","1000000","",""
"太陽鉱工(株)","","5.1.31","","","1834426","",""
"ダン化学(株)","","4.12.31","","","1068210","",""
"チェストプレミックス(株)","","4.11.30","","","1475933","",""
"〃","","4.12.31","","","1057596","",""
"〃","","5.2.28","","","1374072","",""
"合計","","","","","","",""
