"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"受取手形","","","","","","",""
"住田自動車","令5.9.30","令5.12.31","吉備信用金庫","本店","343211","",""
"〃","令5.10.30","令6.1.31","吉備信用金庫","本店","371173","",""
"〃","令5.11.29","令6.2.29","吉備信用金庫","本店","362897","",""
"〃","令5.12.27","令6.3.30","吉備信用金竃","本店","301136","",""
"その他","","","","","40977","",""
"(小計(受取手形))","","","","","1419394","",""
"譲渡手形","","","","","","",""
"妹株会社難波塗装店","令5.9.5","令6.1.7","伊予銀行","岡山支店","219248","","大同塗料(株)"
"〃","令5.9.30","令6.2.7","伊予銀行","岡山支店","247694","","(株)アチーブ"
"大和溶材(株)","令5.10.14","令6.1.31","大阪シティ信用金庫","平野上町支店","243980","","日本ペイント(株)"
"〃","令5.11.14","令6.2.29","もみじ銀行","倉敷支店","444477","","日本ペイント(株)"
"テクニカル章和(有)","令5.11.6","令6.2.5","もみじ銀行","倉敷支店","141460","","梅居産業(株)"
"中四国ウェルディックス(株)","令5.9.25","令6.1.31","三菱UFJ銀行","岡山支店","210452","","(株)スズキ"
"〃","令5.10.25","令6.2.29","三菱UFJ銀行","岡山支店","117788","","大同塗料(株)"
"〃","令5.11.27","令6.3.31","三菱UFJ銀行","岡山支店","269412","","(株)アチーブ"
"(小計(譲渡手形))","","","","","1894511","",""
"計","","","","","3313905","",""
