"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(受取手形)","","","","","","",""
"タカノ機械(株)","令5.1.31","令5.5.31","八十二銀行伊那支店","","2522996","",""
"タカノ機械(株)","令5.3.31","令5.7.31","八十二銀行伊那支店","","2522996","",""
"(株)NNH","令5.2.28","令5.6.30","静岡銀行沼津支店","","238810","",""
"中国化薬(株)","令5.3.10","令5.7.10","広島銀行呉支店","","1518000","",""
"合計","","","","","6802802","",""
"(裏書手形)","","","","","","",""
"タカノ機械(株)","令4.12.31","令5.4.30","八十二銀行伊那支店","","2522996","藤巻鋼材(株)",""
"タカノ機械(株)","令5.2.28","令5.6.30","八十二銀行伊那支店","","1261296","(株)シュタール",""
"(株)興電舎","令5.1.31","令5.5.31","埼玉りそな銀行鴻巣支店","","322135","藤巻鋼材(株)",""
"(株)興電舎","令5.2.28","令5.6.30","埼玉りそな銀行鴻巣支店","","1754060","〃",""
"(株)興電舎","令5.3.31","令5.7.31","埼玉りそな銀行鴻巣支店","","1191520","〃",""
"(株)世界最速試作センター","令5.3.17","令5.5.17","八十二銀行諏訪支店","","315695","〃",""
"合計","","","","","7367702","",""
