"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"福助工業(株)","R4.7.16","R4.10.31","中国銀行川之江支店","","294998","",""
"〃","R4.8.18","R4.11.30","中国銀行川之江支店","","105270","",""
"〃","R4.9.16","R4.12.31","中国銀行川之江支店","","250580","",""
"星高製紙(株)","R4.8.17","R4.12.15","愛媛銀行川之江支店","","167563","",""
"(株)マルアイ","R4.7.28","R4.10.31","みずほ銀行甲府支店","","566168","",""
"〃","R4.8.26","R4.11.30","みずほ銀行甲府支店","","548221","",""
"マルショウ(株)","R4.7.11","R4.10.20","伊予銀行川之江支店","","295064","",""
"〃","R4.8.10","R4.11.20","伊予銀行川之江支店","","104500","",""
"(株)マルニチ","R4.8.10","R4.10.31","伊予銀行川之江支店","","130966","",""
"〃","R4.9.12","R4.11.30","伊予銀行川之江支店","","137500","",""
"妙高コーポレーション(株)","R4.9.16","R4.11.26","みずほ銀行新宿法人支店","","780426","","(株)スズキ紙工業"
"(株)和紙のイシカワ","R4.7.11","R4.10.17","中国銀行川之江支店","","117645","",""
"受取手形計","","","","","25540493","",""
"計","","","","","","",""
