"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"中田建設","5.3.22","5.6.15","","","252922","",""
"(株)イズコン広島第一工場","5.1.19","5.7.21","","","2214971","",""
"インフラテック(株)岡山工場","5.1.25","5.7.15","","","399582","",""
"(株)大之木ダイモ","5.1.10","5..6.15","","","336633","",""
"(株)国原組","5.1.20","5.10.31","","","6500000","",""
"(株)国光製粉工業所","4.12.15","5.10.31","","","4747050","",""
"山陽化学産業(株)","5.1.24","5.9.30","","","1158300","",""
"三共製粉(株)","5.1.25","5.7.31","","","520300","",""
"昭和鉱業(株)勝光山鉱業所","5.2.22","5.8.5","","","1208900","",""
"品川鋼材(株)","5.1.17","5.8.17","","","1111374","",""
"清水産業(株)福山営業所","5.2.16","5.6.30","","","1531420","",""
"志社建材","5.3.31","5.5.31","","","281094","",""
"(株)鈴木産業","5.4.19","5.8.31","","","165440","",""
"竹原化学工業(株)","5.2.17","5.8.31","","","611600","",""
"中国化工(株)","4.12.12","5.9.10","","","1102200","",""
"(株)原田製材","5.1.17","5.8.31","","","12990450","",""
"ヒロホー(株)広島営業所","5.2.20","5.7.20","","","3503126","",""
"(株)丸夕商店","5.2.14","5.7.25","","","1507680","",""
"山下包装(株)","5.1.30","5.6.30","","","1612600","",""
"北越パレット","5.1.31","5.5.31","","","10194222","",""
"同上","5.2.28","5.6.30","","","12232390","",""
"同上","5.3.31","5.7.31","","","9941134","",""
"同上","5.4.28","5.8.31","","","16242726","",""
"合計","","","","","","",""
