"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"協同ゴム工販(株)","5-5-22","5-10-2","清水銀行","本店営業部","1045000","",""
"同上","5-6-20","5-10-31","同上","同上","5000000","",""
"同上","5-6-20","5-10-31","同上","同上","978500","",""
"同上","5-7-20","5-11-30","同上","同上","6820000","",""
"同上","5-8-21","6-1-4","同上","同上","2354000","",""
"同上","5-9-20","6-1-31","商工組合中央金庫","静岡支店","1045000","",""
"受取手形計","","","同上","同上","17242500","",""
"(株)昭和ゴム化学","5-8-28","5-12-1","朝日信用金庫","普通口","123750","",""
"日本ケミコン(株)","5-6-30","5-9-28","同上","同上","682000","",""
"同上","5-7-31","5-10-31","同上","同上","792000","",""
"同上","5-8-31","5-11-30","同上","同上","1485000","",""
"電子記録債権計","","","","","3082750","",""
"合計","","","","","20325250","",""
