"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)岩井製作所","5・3・31","5・7・31","さわやか信用金庫","京浜島支店","2640000","",""
"同上","5・5・31","5・9・30","同上","同上","3000000","",""
"同上","5・6・30","5・10・31","同上","同上","1822000","",""
"計","","","","","7462000","",""
"(株)吉田金属製作所","5・4・15","5・8・15","三菱UFJ銀行","大森支店","2477384","",""
"同上","5・5・15","5・9・15","同上","同上","2947920","",""
"同上","5・6・15","5・10・15","同上","同上","2008353","",""
"計","","","","","7433657","",""
"ミユキ鋼材(株)","5・4・30","5・7・31","みずほ銀行","川崎支店","626429","",""
"同上","5・5・31","5・8・31","同上","同上","684845","",""
"同上","5・6・30","5・9・30","同上","同上","775049","",""
"計","","","","","2086323","",""
"東永工業(株)","5・4・30","5・8・10","みずほ銀行","品川支店","400000","",""
"同上","5・5・31","5・9・10","同上","同上","170000","",""
"同上","5・6・30","5・10・10","同上","同上","290000","",""
"計","","","","","860000","",""
"受取手形計","","","","","17841980","",""
"小計","","","","","17841980","",""
"合計","","","","","","",""
