"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"平田精工ジャパン(株)","05.11.30","","三井住友/練馬","","4522840","三井物産プラスチック(株)","譲渡でんさい"
"前田樹脂(有)","05.10.05～05.11.02","","熊谷商工信組/川本","","3293950","〃","〃"
"(株)テージーケー","05.10.31","","三菱UFJ/八王子中央","","2200000","〃","〃"
"(株)原田製作所","05.10.05","","朝日信金/西町","","2020000","〃","〃"
"(株)福島明工社","05.10.31～05.11.30","","三井住友/練馬","","1850193","〃","〃"
"(株)アベ化成","05.10.31","","きらぼし/西六郷","","1042800","〃","〃"
"(株)テージーケー","05.11.30","","三菱UFJ/八王子中央","","4000000","(株)レゾナック・テクノサービス","譲渡でんさい"
"東洋樹脂","05.10.31","","三井住友/日本橋","","1650382","〃","〃"
"(株)アベ化成","05.11.30","","きらぼし/西六郷","","1588356","〃","〃"
"(株)福島明工社","05.10.31～05.11.30","","三井住友/練馬","","1392016","〃","〃"
"今村電気化学(株)","05.10.31","","芝信金/不動前","","1101540","〃","〃"
"その他2件","05.10.31","","","","1312674","〃","〃"
"桐里工業(株)","05.10.20～05.11.30","","群馬/熊谷他","","12279700","稲畑産業(株)",""
"葵工業(株)","05.11.30","","長野/上山田戸倉","","2955150","〃",""
"大東通信機(株)","05.11.15","","三井住友/目黒","","1449784","〃",""
"庄司電気(株)","05.10.05～05.11.05","","みずほ/五反田","","1345410","〃",""
"日本合材(株)","05.10.15～05.11.15","","岡崎信金/代官町他","","1109006","〃",""
"その他8件","05.10.31～05.11.30","","商工組合中金他","","3644130","〃",""
"裏書手形小計","","","","","48757931","",""
