振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
東亜薬品工業(株),5.02.13,5.06.10,三井／笹塚,,"665,820",,
〃,5.03.13,5.07.10,三井／笹塚,,"749,520",,
(株)マノール,5.02.16,5.06.15,みずほ／品川,,"5,000,000",,
〃,5.02.16,5.06.15,みずほ／品川,,"5,000,000",,
〃,5.03.16,5.06.15,みずほ／品川,,"5,000,000",,
(株)大響,5.02.24,5.06.30,東京信金／戸田,,"10,000,000",,
〃,5.02.24,5.06.30,東京信金／戸田,,"3,858,914",,
〃,5.03.27,5.07.31,東京信金／戸田,,"10,000,000",,
〃,5.03.27,5.07.31,東京信金／戸田,,"10,000,000",,
〃,5.03.27,5.07.31,東京信金／戸田,,"401,329",,
〃,5.02.24,5.06.10,三井／京橋,,"282,315",,丸三商事(株)
〃,5.02.24,5.06.25,第四北越／住吉町,,"219,208",,(株)高清
〃,5.03.27,5.06.05,栃木／真岡,,"311,850",,英工業(株)
〃,5.03.27,5.06.15,南部／桜井,,"572,604",,フソー(株)
〃,5.03.27,5.06.30,広島信金／皆実,,"327,855",,扇屋塗料(株)
〃,5.03.27,5.07.03,大川信金／田口,,"293,700",,(有)シムタトリョウ
〃,5.03.27,5.07.05,三井／庄内,,"191,180",,ダイヤ化成(株)
〃,5.03.27,5.07.17,伊予／松山北,,"193,081",,(株)一色本店
〃,5.03.27,5.07.20,りそな／小平,,"225,500",,アドセラー(株)
〃,5.03.27,5.07.26,北陸／高岡南中央,,"393,490",,(株)大東ホクリク
〃,5.03.27,5.07.31,北海道／札苗,,"496,100",,(株)マルトシ機工
〃,5.03.27,5.07.31,北海道／苫小牧,,"257,400",,(株)アゼット宮本
山一化成(株),5.03.31,5.06.30,りそな／浅草,,"671,968",,アネックス(株)
〃,5.02.28,5.06.10,埼玉りそな／和光,,"521,499",,(株)産業資材センター
小計,,,,,"55,633,333",,
