"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)クリアプラス","R05/04/15","1R05/07/20","山陰合同/浜田","","817850","",""
"〃","R05/05/15","R05/08/20","〃/〃","","2459644","",""
"〃","R05/06/15","R05/09/20","〃/〃","","1479291","",""
"東洋紙業高速印刷(株)","R05/03/20","R05/07/20","三井住友/難波","","1807300","","電子記録債権"
"〃","R05/04/20","R05/08/20","〃/〃","","1226170","","〃"
"〃","R05/05/20","R05/09/20","〃/〃","","566280","","〃"
"〃","R05/06/20","R05/10/20","〃/〃","","421850","","〃"
"(株)DNPデータテクノ","R05/04/25","R05/08/05","みずほ/市ヶ谷","","1641097","",""
"山口印刷工業(株)","R05/04/17","R05/07/15","西京/山口","","954396","",""
"〃","R05/05/15","R05/08/15","〃/〃","","239396","",""
"〃","R05/06/15","R05/09/15","〃/〃","","254796","",""
"(株)ヴィック","R05/04/25","R05/08/10","山口/福山","","198000","",""
"〃","R05/05/25","R05/09/10","〃/〃","","394900","",""
"〃","R05/06/26","R05/10/10","〃/〃","","551100","",""
"(株)報光社","R05/05/10","R05/08/10","山陰合同/平田","","803770","","電子記録債権"
"(株)イトガ","R05/05/30","R05/08/10","島根中央信金/出雲西","","990869","",""
"協同精版印刷(株)","R05/04/25","R05/08/10","もみじ/岡山","","601480","",""
"福山エビス印刷(株)","R05/06/25","R05/09/30","伊予銀行/福山","","402270","","電子記録債権"
"太平洋印刷(株)","R05/04/25","R05/09/05","興産信金/本店","","343200","",""
"(株)エトランジェディコスタリカ","R05/05/31","R05/09/05","広島/福山西","","100672","","電子記録債権"
"小計","","","","","16254331","",""
"合計","","","","","89185077","",""
