"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)前山鐵工所","3.12.5","4.4.5","","","902000","",""
"(株)アドヴァリス","3.12.6","4.4.6","","","2194602","",""
"(有)河騎工業所","3.12.10","4.4.11","","","214500","",""
"アドバンエンジ(株)","3.12.10","4.4.11","","","404250","",""
"(株)粉研パウテックス","3.12.15","4.4.15","","","165000","",""
"第一物産(株)","3.12.20","4.4.11","","","208596","",""
"(株)田辺鉄工所","3.12.20","4.5.6","","","143000","",""
"(株)北陸精機","3.12.20","4.5.2","","","1445400","",""
"北進重量運輸(株)","3.12.28","4.4.11","","","1827100","",""
"城西物流倉庫(株)","3.12.29","4.4.25","","","379500","",""
"共和コンクリート工業(株)","3.12.31","4.5.2","","","1644412","",""
"北越配送(株)","4.1.4","4.5.2","","","133180","",""
"アドバンエンジ(株)","4.1.10","4.5.10","","","1162300","",""
"(株)前山鐵工所","4.1.10","4.5.10","","","932210","",""
"(有)河崎工業所","4.1.11","4.5.11","","","214500","",""
"(株)エヌティシィー","4.1.11","4.5.2","","","405790","",""
"(株)粉研パウテックス","4.1.15","4.5.16","","","808500","",""
"(株)田辺鉄工所","4.1.20","4.6.6","","","695580","",""
"北日本物産(株)","4.1.20","4.5.10","","","191981","",""
"(株)北陸精機","4.1.20","4.5.31","","","1084600","",""
"共和コンクリート工業(株)","4.1.31","4.5.31","","","1160104","",""
"北進重墨運輸(株)","4.1.31","4.5.10","","","1736660","",""
"(株)カナモト","4.1.31","4.5.31","","","104390","",""
"計","","","","","","",""
