"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"西尾衛生材料(株)","","","瀬戸信金","押切","744123","",""
"不二光学器械(株)","","","北洋","麻生","764760","",""
"(株)ムトウ","","","みずほ","札幌","1200308","",""
"(株)大島製作所","","","三菱UFJ","小松川","557154","",""
"(株)八神製作所","","","十六","名古屋営業部","128607","",""
"宮野医療機器(株)","","","みずほ","神戸","358160","",""
"西尾衛生材料(株)","","","瀬戸信金","押切","253288","",""
"不二光学器械(株)","","","北洋","麻生","607401","",""
"(株)ムトウ","","","みずほ","札幌","547465","",""
"(株)(株)栄屋理化","","","百五","本店営業","221562","",""
"(株)八神製作所","","","十六","名古屋営業部","359271","",""
"酉尾衛生材料(株)","","","瀬戸信金","押切","402090","",""
"不二光学器械(株)","","","北洋","麻生","573295","",""
"(株)ムトウ","","","みずほ","札幌","770010","",""
"(株)栄屋理化","","","百五","本店営業部","237424","",""
"頁計","","","","","7724918","",""
