"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)フェローテックマテリアルテクノロジーズ","令4.2.20","令4.8.31","","","1000000","",""
"〃","令4.2.20","令4.8.31","","","86008","",""
"田辺工業(株)","令4.3.25","令4.7.25","","","6504575","",""
"花岡産業(株)大同工業","令4.2.28","令4.7.31","","","211637","",""
"(株)セーコウ大同工業(株)","令4.3.15","令4.7.15","","","448302","",""
"(株)大賀商会大同工業(株)","令4.3.22","令4.8.10","","","449239","",""
"田辺工業(株)","令4.4.25","令4.8.25","","","12324950","",""
"新光産業(株)大同工業(株)","令4.4.28","令4.8.15","","","308034","",""
"(株)セーコウ大同工業(株)","令4.4.15","令4.8.15","","","1408909","",""
"スガナミ物産(株)大同工業(株)","令4.3.31","令4.9.5","","","1223519","",""
"田辺工業(株)","令4.5.25","令4.9.26","","","3685000","",""
"新光産業(株)大同工業(株)","令4.5.31","令4.9.30","","","887040","",""
"田辺工業(株)","令4.6.27","令4.10.25","","","997700","",""
"手持手形計","","","","","29534913","",""
"合計","","","","","29534913","",""
