"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(受取手形)","","","","","","",""
"スミメックエンジニアリング(株)","令4.11.30","令5.3.31","(株)伊予銀行新居浜支店","","20000000","",""
"スミメックエンジニアリング(株)","令4.12.31","令5.4.30","(株)伊予銀行新居浜支店","","10000000","",""
"スミメックエンジニアリング(株)","令5.1.31","令5.5.31","(株)伊予銀行新居浜支店","","10000000","",""
"スミメックエンジニアリング(株)","令4.11.30","令5.3.31","(株)伊予銀行新居浜支店","","4131992","",""
"スミメックエンジニアリング(株)","令5.1.31","令5.5.31","(株)伊予銀行新居浜支店","","3000000","",""
"スミメックエンジニアリング(株)","令5.2.28","令5.6.30","(株)伊予銀行新居浜支店","","2894674","",""
"(株)丸菱商会","令5.1.20","令5.4.30","三井住友銀行新居浜支店","","2676768","",""
"川之江造機(株)","令5.2.16","令5.7.10","(株)広島銀行川之江支店","","2333100","",""
"外35件","","","","","18341233","",""
"計","","","","","73377767","",""
"(電子記録債権)","","","","","","",""
"(株)栗原コーポレーション","令5.2.28","令5.6.30","三菱UFJファクター(株)","","23544495","",""
"(株)栗原コーポレーション","令4.12.30","令5.4.28","三菱UFJファクター(株)","","18659030","",""
"(株)栗原コーポレーション","令5.1.31","令5.5.31","三菱UFJファクター(株)","","8665526","",""
"太平電業(株)","令5.2.27","令5.7.25","SMBC電子債権記録(株)","","2810789","",""
"太平電業(株)","令5.1.25","令5.6.25","SMBC電子債権記録(株)","","2734890","",""
"住友電設(株)","令4.12.12","令5.4.10","でんさい","","2468221","",""
"太平電業(株)","令4.11.25","令5.4.25","SMBC電子債権記録(株)","","1749635","",""
"外12件","","","","","5660562","",""
"計","","","","","66293148","",""
"計","","","","","139670915","",""
