"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"高森総合建材(株)","4.11.17","5.2.28","肥後","高森","486712","",""
"〃","4.12.19","5.3.31","〃","〃","427895","",""
"〃","5.1.19","5.4.30","〃","〃","326932","",""
"(株)徳丸","4.10.20","5.2.28","〃","人吉","691682","",""
"〃","4.11.18","5.3.31","〃","〃","1274076","",""
"〃","4.12.20","5.4.30","〃","〃","749381","",""
"〃","5.1.20","5.5.31","〃","〃","774218","",""
"(有)藤堂建材","4.11.24","5.2.28","熊本","小国","210659","",""
"〃","4.12.22","5.3.31","〃","〃","209464","",""
"〃","5.1.23","5.4.30","〃","〃","140905","",""
"(有)河津建材店","4.11.24","5.2.28","肥後","内牧","171282","",""
"〃","5.1.23","5.4.30","〃","〃","244931","",""
"ニッポン工業(株)","5.1.31","5.5.31","熊本","健軍","500000","",""
"受取手形計","","","","","6208137","",""
"合計","","","","","","",""
