"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"稲畑ファインテック(株)","","4.11.30","","","1623547","",""
"〃","","5.1.31","","","1679370","",""
"(株)エイムス","","4.11.30","","","3000000","",""
"〃","","4.11.30","","","1471091","",""
"〃","","4.12.10","","","3000000","",""
"〃","","4.12.20","","","1455055","",""
"〃","","4.1.31","","","3000000","",""
"〃","","4.12.31","","","3000000","",""
"〃","","5.1.10","","","3000000","",""
"〃","","5.1.31","","","9231380","",""
"木曽興業(株)","","4.11.30","","","1066226","",""
"旭洋(株)","","4.11.30","","","7207182","",""
"〃","","4.12.31","","","6690116","",""
"〃","","5.1.31","","","10300248","",""
"晃栄化学工業(株)","","4.11.30","","","3000000","",""
"〃","","4.11.30","","","3000000","",""
"〃","","4.11.30","","","3000000","",""
"〃","","4.11.30","","","1580136","",""
"〃","","4.12.31","","","3000000","",""
"〃","","4.12.31","","","2000000","",""
"〃","","4.12.31","","","1010976","",""
"〃","","5.1.31","","","3000000","",""
"〃","","5.1.31","","","1102652","",""
"合計","","","","","","",""
