"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)赤尾アルミ","R3・11・30","R4・3・31","りそな銀行日暮里支店","","322300","",""
"(株)テムテック研究所","R3・12・10","R4・4・10","三菱UFJ銀行築地支店","","355300","",""
"〃","R4・1・10","R4・5・10","三菱UFJ銀行築地支店","","455400","",""
"大鳳(株)","R4・1・31","R4・5・31","みずほ銀行新川支店","","137940","",""
"受取手形計","","","","","1270940","",""
"大鳳(株)","R3・10・31","R4・2・28","みずほ銀行新川支店","","9707940","さわやか信用金庫品川支店","割引手形"
"(株)赤尾アルミ","R3・10・29","R4・2・28","りそな銀行日暮里支店","","181500","さわやか信用金庫品川支店","割引手形"
"(株)テムテック研究所","R3・11・10","R4・3・10","三菱UFJ銀行築地支店","","355300","さわやか信用金庫品川支店","割引手形"
"東京フィルター販売","R3・11・30","R4・3・31","三菱UFJ銀行成城支店","","110000","さわやか信用金庫品川支店","割引手形"
"割引手形計","","","","","10354740","",""
"計","","","","","11625680","",""
