"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"大和工業(株)","","令4.8.5","三菱UFJ","名古屋営業部","20000","","ファクタリング"
"〃","","令4.10.5","〃","〃","20000","","〃"
"(株)メタルワン鉄鋼","","令4.7.15","三菱UFJ","大阪中央","105050","","愛知"
"柳生ゴム化成(株)","","令4.7.25","三菱UFJ","金山","105424","","〃"
"トンボ","","令4.7.25","三菱UFJ","浅草橋","445940","","ファクタリング"
"共和産業(株)","","令4.7.5","三菱UFJ","豊田","15038258","","〃"
"〃","","令4.8.5","〃","〃","19015538","","〃"
"〃","","令4.9.5","〃","〃","11787130","","〃"
"〃","","令4.10.5","〃","〃","9255562","","〃"
"合計","","","","","55792902","",""
