"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)電業社機械製作所","4.9.30","5.1.30","三井住友銀行","横浜中央","3549370","","電子記録債権"
"(株)ナカタニ","4.6.30","4.10.31","〃","〃","3238587","","〃"
"〃","4.7.29","4.11.30","〃","〃","2313597","","〃"
"〃","4.8.31","4.12.28","〃","〃","2502247","","〃"
"(株)浪速ポンプ製作所","4.5.13","4.10.5","〃","〃","770237","","〃"
"〃","4.6.10","4.11.5","〃","〃","622534","","〃"
"〃","4.7.11","4.12.5","〃","〃","657866","","〃"
"〃","4.8.10","5.1.5","〃","〃","1314720","","〃"
"〃","4.9.12","5.2.5","〃","〃","622985","","〃"
"(株)奈良機械製作所","4.6.30","4.10.31","〃","〃","660000","","〃"
"〃","4.7.29","4.11.30","〃","〃","844778","","〃"
"(株)ホリキリ","4.7.29","4.10.31","〃","〃","1786479","","〃"
"(株)宮地鉄工所","4.6.30","4.10.31","〃","〃","2638262","","〃"
"〃","4.7.29","4.11.30","〃","〃","3422756","","〃"
"〃","4.8.31","4.12.31","〃","〃","7699806","","〃"
"〃","4.9.30","5.1.31","〃","〃","3015373","","〃"
"元旦ビューティー工業(株)","4.6.30","4.10.31","〃","〃","1320000","","〃"
"〃","4.9.30","5.1.31","〃","〃","854920","","〃"
"三相電機(株)","4.6.27","4.10.25","〃","〃","1493306","","〃"
"〃","4.7.25","4.11.25","〃","〃","1999146","","〃"
"〃","4.9.26","5.1.25","〃","〃","2407586","","〃"
"鈴和製作所(株)","4.6.30","4.10.31","〃","〃","4086795","","〃"
"〃","4.7.29","4.11.30","〃","〃","2339040","","〃"
"合計","","","","","","",""
