"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"キザイテクト(株)","5.8.31","5.12.31","","","1193200","",""
"同上","5.1130","6.3.31","","","642785","",""
"受取手形計","","","","","1835985","",""
"大興物産(株)","5.9.29","5.12.31","","","1593130","",""
"同上","5.9.30","5.12.31","","","1577950","",""
"同上","510.31","6.1.31","","","1593130","",""
"同上","5.10.31","6.1.31","","","2093190","",""
"同上","5.11.30","6.2.29","","","1593130","",""
"同上","5.11.30","6.2.29","","","4573624","",""
"同上","5.12.28","6.3.31","","","1608970","",""
"同上","5.12.28","6.3.31","","","15430822","",""
"西松建設(株)","5.11.20","6.1.19","","","94100000","",""
"同上","5.12.20","6.2.20","","","155650000","",""
"(株)テクノマテリアル","5.10.1","6.2.15","","","2970000","",""
"同上","5.11.15","6.3.15","","","220000","",""
"同上","5.12.15","6.4.15","","","220000","",""
"鴻池組(株)","5.10.5","6.1.5","","","4493679","",""
"同上","5.11.6","6.2.5","","","3537620","",""
"同上","5.12.5","6.3.5","","","1845325","",""
"同上","5.12.28","6.4.5","","","2129098","",""
"大成健設(株)","5.11.24","6.1.31","","","5600000","",""
"同上","5.12.25","6.2.29","","","5300000","",""
"合計","","","","","","",""
