"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)マツモト","令5.7.31","令5.9.30","七十七","古川","341278","",""
"マレー(株)","令5.4.25","令5.8.15","三菱UFJ","上六","1511723","",""
"〃","令5.5.25","令5.9.15","〃","〃","1481121","",""
"〃","令5.6.30","令5.10.15","〃","〃","1181937","",""
"〃","令5.7.31","令5.11.15","〃","〃","1204107","",""
"柳丼紙工(株)","令5.5.15","令5.8.10","広島","柳井","2116390","",""
"〃","令5.6.15","令5.9.10","〃","〃","1327185","",""
"〃","令5.7.14","令5.10.10","〃","〃","1352434","",""
"(株)ヤマニバッケージ","令5.5.10","令5.8.10","大垣共立","加納","548100","","電子債権"
"〃","令5.6.15","令5.9.10","〃","〃","601379","","〃"
"〃","令5.7.10","令5.10.10","〃","〃","692133","","〃"
"その他18件","","","","","6315686","",""
"合計","","","","","85658007","",""
