"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)田中科学研究所","令4.12.20","令5.4.20","","","13163427","","電子記録債権"
"日本マート(株)","令5.3.10","令5.4.20","","","9982348","","〃"
"(株)田中科学研究所","令5.1.20","令5.5.25","","","7834189","","〃"
"〃","令5.3.20","令5.5.22","","","7169667","","〃"
"〃","令5.2.20","令5.7.20","","","5402282","","〃"
"バイホロン(株)","令5.3.15","令5.7.31","","","4308445","","〃"
"〃","令5.1.16","令5.5.31","","","4057350","","〃"
"(株)コマツインターリンク","令5.5.31","令5.5.20","","","4041840","","〃"
"ギャレックス(株)","令5.1.16","令5.4.13","","","3607929","","〃"
"〃","令5.2.10","令5.5.13","","","3299905","","〃"
"(株)コマツインターリンク","令4.12.20","令5.4.20","","","3090509","","〃"
"〃","令5.3.20","令5.7.20","","","3000912","","〃"
"(株)ゴールドウィン","令5.3.20","令5.6.20","","","2934407","","〃"
"バイホロン(株)","令4.12.15","令5.4.30","","","2270987","","〃"
"前田工繊(株)","令5.2.28","令5.5.31","","","2042520","","〃"
"カジレーネ(株)","令5.2.25","令5.5.25","","","1645904","","〃"
"ギャレックス(株)","令5.3.10","令5.6.13","","","1585985","","〃"
"大阪シーリング印刷(株)","令4.12.15","令5.4.15","","","1208900","","〃"
"〃","令5.1.16","令5.5.15","","","1179200","","〃"
"フタムラ化学(株)","令4.12.20","令5.4.17","","","1145760","","〃"
"(株)ゴールドウィン","令5.2.20","令5.5.20","","","1127543","","〃"
"イソライト工業(株)","令5.2.25","令5.5.5","","","1093703","","〃"
"〃","令5.3.24","令5.6.5","","","1026883","","〃"
"計","","","","","","",""
