"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)唐津枠石","令3.7.15","令5.5.15","","","2000000","",""
"〃","令3.7.15","令5.6.15","","","2000000","",""
"〃","令3.7.15","令5.7.15","","","2000000","",""
"〃","令3.7.15","令5.8.15","","","2000000","",""
"〃","令3.8.18","令5.9.15","","","2500000","",""
"〃","令3.8.18","令5.10.15","","","2500000","",""
"〃","令3.8.18","令5.11.1","","","2500000","",""
"〃","令3.8.18","令5.12.15","","","2500000","",""
"〃","令3.9.15","令6.2.15","","","2500000","",""
"〃","令3.9.15","令6.3.15","","","2500000","",""
"〃","令3.9.15","令6.3.15","","","2000000","",""
"〃","令3.10.15","令6.4.15","","","2500000","",""
"〃","令3.10.15","令6.5.15","","","2500000","",""
"〃","令3.10.15","令6.6.15","","","2000000","",""
"〃","令3.11.15","令6.7.15","","","2500000","",""
"〃","令3.11.15","令6.8.15","","","2500000","",""
"〃","令3.11.15","令6.9.15","","","2500000","",""
"〃","令3.11.15","令6.10.15","","","2500000","",""
"〃","令3.12.15","令6.11.15","","","2000000","",""
"〃","令3.12.15","令6.12.15","","","2000000","",""
"〃","令3.12.15","令7.1.15","","","2000000","",""
"〃","令4.1.17","令7.2.15","","","2500000","",""
