"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"井関農機株式会社","2023年1月20日","2023年4月20日","みずほ銀行/内幸町営業部","","1028500","",""
"セネファ株式会社","2022年10月25日","2023年4月25日","長浜信用金庫/本店営業部","","4409900","",""
"株式会社タニタ","2022年12月26日","2023年4月25日","三井住友銀行/ときわ台","","3079400","",""
"GAMAKATSUPTELTD","2023年1月20日","2023年4月30日","三井住友銀行/西脇","","5000000","",""
"GAMAKATSUPTELTD","2023年1月20日","2023年4月30日","三井住友銀行/西脇","","3000000","",""
"GAMAKATSUPTELTD","2023年1月20日","2023年4月30日","三井住友銀行/西脇","","139481","",""
"フルタ電機株式会社","2021年12月27日","2023年4月30日","北陸銀行/金山橋","","192000","",""
"東プレ株式会社","2022年12月27日","2023年5月2日","りそな銀行/東京営業所","","1452000","",""
"井関農機株式会社","2023年2月20日","2023年5月20日","みずほ銀行/内幸町営業部","","979000","",""
"セネファ株式会社","2022年11月25日","2023年5月25日","長浜信用金庫/本店営業部","","4930200","",""
"株式会社タニタ","2023年1月25日","2023年5月25日","三井住友銀行/ときわ台","","3970400","",""
"GAMAKATSUPTELTD","2023年2月20日","2023年5月31日","三井住友銀行/西脇","","5000000","",""
"GAMAKATSUPTELTD","2023年2月20日","2023年5月31日","三井住友銀行/西脇","","3000000","",""
"GAMAKATSUPTELTD","2023年2月20日","2023年5月31日","三井住友銀行/西脇","","139481","",""
"フルタ電機株式会社","2023年1月25日","2023年5月31日","北陸銀行/金山橋","","384500","",""
"セネファ株式会社","2022年12月26日","2023年6月25日","長浜信用金庫/本店営業部","","4409900","",""
"株式会社タニタ","2023年2月27日","2023年6月26日","三井住友銀行/ときわ台","","3079400","",""
"GAMAKATSUPTELTD","2023年3月20日","2023年6月30日","三井住友銀行/西脇","","5000000","",""
"GAMAKATSUPTELTD","2023年3月20日","2023年6月30日","三井住友銀行/西脇","","3000000","",""
"GAMAKATSUPTELTD","2023年3月20日","2023年6月30日","三井住友銀行/西脇","","554101","",""
"フルタ電機株式会社","2023年2月20日","2023年6月30日","北陸銀行/金山橋","","467000","",""
"セネファ株式会社","2023年1月25日","2023年7月25日","長浜信用金庫/本店営業部","","4822400","",""
"株式会社タニタ","2023年3月27日","2023年7月25日","三井住友銀行/ときわ台","","3673510","",""
"フルタ電機株式会社","2023年3月20日","2023年7月31日","北陸銀行/金山橋","","192000","",""
"セネファ株式会社","2023年2月27日","2023年8月25日","長浜信用金庫/本店営業部","","4517700","",""
"セネファ株式会社","2023年3月27日","2023年9月25日","長浜信用金庫/本店営業部","","4987400","",""
"計","","","","","71408273","",""
