"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"大生産業(株)","05.10.05～05.11.05","","三菱UFJ/上野","","17998417","プラマテルズ(株)",""
"(株)根上産業","05.11.10","","西京信金/練馬他","","10565004","〃",""
"(株)埼玉富士","05.10.20～05.11.20","","足利/秩父","","3356304","〃",""
"葵工業(株)","05.10.31","","長野/上山田戸倉","","1970100","〃",""
"日本合材(株)","05.11.20～05.11.30","","岡崎信金/代官町他","","11000522","〃",""
"その他5件","05.10.30～05.11.30","","常陽/日立他","","2533571","〃",""
"裏書手形小計","","","","","37423918","",""
"裏書手形合計","","","","","86181849","",""
"(株)根上産業","05.10.10～06.02.10","","西京信金/練馬","","62205758","",""
"行田電線(株)","05.10.31～06.01.31","","西京信金/練馬","","27268255","","でんさい"
"かんき(株)","05.10.20～06.01.20","","三菱UFJ/難波","","20106174","","でんさい"
"大日商事(株)","05.11.20","","三井住友/新橋","","17562710","",""
"大生産業(株)","05.12.05～06.02.05","","三菱UFJ/上野","","10714341","",""
"桐里工業(株)","05.11.20～05.12.27","","足利/秩父","","10531513","",""
"(株)福島明工社","05.10.31～06.02.28","","三井住友/練馬","","10517193","","でんさい"
"早川商事(株)","05.11.30～06.01.31","","三井住友/日本橋","","9922132","","でんさい"
"平田精工ジャパン(株)","05.10.31～06.01.31","","みずほ/川越駅前","","7630250","","でんさい"
"(株)原田製作所","05.11.05～06.01.05","","朝日信金/西町","","7450000","","でんさい"
"(株)テージーケー","05.12.29～06.01.31","","三菱UFJ/八王子中央","","5000000","","でんさい"
"(株)埼玉富士","05.12.20～06.01.20","","足利/秩父","","4403277","",""
"(株)東新ポリマー","05.10.05～06.02.05","","芝信金/不動前","","3787724","",""
"前田樹脂(有)","05.12.05～06.01.05","","熊谷商工信組/川本","","3733488","","でんさい"
"受取手形小計","","","","","200832815","",""
