"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(有)T.K.D","","","","","5000000","",""
"〃","","","","","5000000","",""
"〃","","","","","2584390","",""
"〃","","","","","5000000","",""
"〃","","","","","3986437","",""
"〃","","","","","5000000","",""
"〃","","","","","504544","",""
"(株)グラセル","","","","","10000000","",""
"〃","","","","","5000000","",""
"〃","","","","","5000000","",""
"〃","","","","","5000000","",""
"〃","","","","","3000000","",""
"〃","","","","","10000000","",""
"〃","","","","","2152177","",""
"大商硝子(株)","","","","","255213","",""
"石堂硝子(株)","","","","","1108778","",""
"手持手形計","","","","","134127750","",""
"その他","","","","","2","",""
"不渡手形計","","","","","2","",""
"合計","","","","","134127752","",""
