"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(受取手形)","","","","","","",""
"スミメックエンジニアリング(株)","令4.1.31","令4.5.31","(株)伊予銀行新居浜支店","","9753205","",""
"スミメックエンジニアリング(株)","令3.11.30","令4.3.31","(株)伊予銀行新居浜支店","","5000000","",""
"スミメックエンジニアリング(株)","令3.12.31","令4.4.30","(株)伊予銀行新居浜支店","","5000000","",""
"スミメックエンジニアリング(株)","令4.2.28","令4.6.30","(株)伊予銀行新居浜支店","","5000000","",""
"(株)星場電機設備","令3.11.30","令4.3.31","(株)伊予銀行新居浜支店","","2841530","",""
"スミメックエンジニアリング(株)","令3.11.30","令4.3.31","(株)伊予銀行新居浜支店","","2629945","",""
"(株)星場電機設備","令3.12.31","令4.4.30","(株)伊予銀行角野支店","","2259390","",""
"外25件","","","","","15189485","",""
"計","","","","","47673555","",""
"(電子記録債権)","","","","","","",""
"(株)栗原コーポレーション","令3.11.30","令4.3.31","三菱UFJファクター(株)","","9911348","",""
"(株)栗原コーポレーション","令3.12.30","令4.4.28","三菱UFJファクター(株)","","6134688","",""
"秋山工業(株)","令3.10.26","令4.3.25","でんさい","","5020708","",""
"(株)栗原コーポレーション","令3.12.25","令4.5.25","三菱UFJファクター(株)","","4729853","",""
"(株)栗原コーポレーション","令3.11.30","令4.3.31","三菱UFJファクター(株)","","4405284","",""
"秋山工業(株)","令4.1.31","令4.5.31","でんさい","","3365302","",""
"太平電業(株)","令3.11.25","令4.4.30","SMBC電子債権記録(株)","","2295373","",""
"外12件","","","","","4812091","",""
"計","","","","","40674647","",""
"計","","","","","88348202","",""
