"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"芝池運輸(株)","5.2.28","5.9.30","","","563000","",""
"芝池運輸(株)","5.3.31","5.9.30","","","500000","",""
"森井運送(有)","5.4.1","5.7.31","","","372610","",""
"森井運送(有)","5.4.1","5.8.31","","","372610","",""
"森井運送(有)","5.4.1","5.9.30","","","372610","",""
"森井運送(有)","5.4.1","5.10.31","","","372610","",""
"森井運送(有)","5.4.1","5.11.30","","","372610","",""
"森井運送(有)","5.4.1","5.12.31","","","372610","",""
"森井運送(有)","5.4.1","6.1.31","","","372610","",""
"森井運送(有)","5.4.1","6.2.28","","","372610","",""
"芝池運輸(株)","5.5.1","5.10.31","","","776600","",""
"芝池運輸(株)","5.5.31","5.10.31","","","398400","",""
"芝池運輸(株)","5.6.30","5.11.30","","","218000","",""
"ジャパンノップ(株)","5.6.30","5.10.10","","","560000","",""
"(株)ナカジマ","5.6.30","5.10.10","","","496100","",""
"(株)松本シャリング工場","5.6.30","5.10.10","","","182600","",""
"小計","","","","","6675580","",""
"(株)松本シャリング工場","5.4.5","5.7.10","","","272800","","譲渡手形"
"(株)ナカジマ","5.4.5","5.7.10","","","520300","","譲渡手形"
"中嶋産業(株)","5.4.5","5.7.10","","","34670","","譲渡手形"
"芝池運輸(株)","5.5.8","5.7.31","","","589400","","譲渡手形"
"ジャパンノップ(株)","5.5.8","5.8.10","","","470000","","譲渡手形"
"中嶋産業(株)","5.5.8","5.8.10","","","504600","","譲渡手形"
"計","","","","","","",""
