"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(受取手形)","","","","","","",""
"エステールル(株)","令和4.6.22","令和4.10.20","","","58080","",""
"エステールル(株)","令和4.9.20","令和5.1.20","","","591679","",""
"(株)オギノ","令和4.7.25","令和4.10.25","","","436434","",""
"(株)オギノ","令和4.8.25","令和4.11.25","","","78429","",""
"(株)オギノ","令和4.9.26","令和4.12.26","","","371617","",""
"(株)赤のれん","令和4.8.10","令和4.10.25","","","946781","",""
"(株)赤のれん","令和4.9.10","令和4.11.25","","","4193857","",""
"ワールド","令和4.8.5","令和4.10.5","","","866636","",""
"(株)アスティー","令和4.9.7","令和5.1.5","","","659138","",""
"(株)アージュ","令和4.9.20","令和4.10.25","","","4266","",""
"計","","","","","8206917","",""
