"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)キロニー","4.12.31","5.4.30","三菱UFJ銀行","大阪支店","10000000","",""
"(株)キロニー","5.1.31","5.5.31","三菱UFJ銀行","大阪支店","1399566","",""
"アスワン(株)","5.1.25","5.6.5","もみじ銀行","八本松支店","1222689","",""
"アスワン(株)","5.2.15","5.6.30","広島信用金庫","鷹野橋千田支店","3000000","",""
"アスワン(株)","5.3.15","5.7.31","広島信用金庫","鷹野橋千田支店","1160000","",""
"(株)テクノカメイ","5.2.20","5.6.6","みずほ銀行","船場支店","5000000","",""
"(株)テクノカメイ","5.2.20","5.6.6","みずほ銀行","船場支店","2179480","",""
"(株)テクノカメイ","5.3.20","5.7.6","みずほ銀行","船場支店","2282434","",""
"東京ホームス(株)","5.2.15","5.6.20","りそな銀行","梅田支店","1178597","",""
"その他23件","","","","","9298687","",""
"受取手形計","","","","","36721453","",""
"関西フエルトファブリック(株)","4.11.20","5.4.1","三井住友銀行","梅田支店","1560548","",""
"関西フエルトファブリック(株)","4.12.20","5.5.1","三井住友銀行","梅田支店","1282930","",""
"関西フエルトファブリック(株)","5.1.20","5.6.1","三井住友銀行","梅田支店","3492940","",""
"関西フエルトファブリック(株)","5.2.20","5.7.1","三井住友銀行","梅田支店","2468092","",""
"関西フエルトファブリック(株)","5.3.20","5.8.1","三井住友銀行","栴田支店","3542880","",""
"(株)高野","5.1.10","5.4.20","三菱UFJ銀行","神田駅前支店","2303323","",""
"(株)高野","5.2.6","5.5.20","三菱UFJ銀行","神田駅前支店","4009456","",""
"(株)高野","5.3.6","5.6.20","三菱UFJ銀行","神田駅前支店","1761540","",""
"リック(株)","4.12.26","5.4.25","三菱UFJ銀行","大阪営業部","5192594","",""
"リック(株)","5.1.25","5.5.25","三菱UFJ銀行","大阪営業部","7962027","",""
"リック(株)","5.2.27","5.6.26","三菱UFJ銀行","大阪営業部","6697999","",""
"計","","","","","","",""
