"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)エーエス","5.6.30","5.11.7","","","13508000","",""
"(株)日本製鋼所","5.7.20","5.11.20","","","5960133","",""
"高松機械工業(株)","5.7.20","5.11.20","","","733479","",""
"三井精機工業(株)","5.7.20","5.11.20","","","2155769","",""
"(株)新東","5.7.31","5.11.30","","","2035560","",""
"(株)エーエス","5.7.31","5.12.7","","","8524000","",""
"受取手形計","","","","","169750964","",""
"光ビヨーラ工業(株)","5.4.11","5.8.10","","","898797","",""
"奥野工業(株)","5.5.8","5.8.31","","","250510","",""
"光ビヨーラ工業(株)","5.5.15","5.9.10","","","976242","",""
"(株)横浜工業所","5.5.31","5.9.30","","","272261","",""
"奥野工業(株)","5.6.5","5.9.30","","","356928","",""
"光ビヨーラ工業(株)","5.6.12","5.10.10","","","968438","",""
"(株)石川製作所","5.6.28","5.10.25","","","740000","",""
"奥野工業(株)","5.7.5","5.10.31","","","352044","",""
"光ビヨーラ工業(株)","5.7.10","5.11.10","","","811514","",""
"裏書手形計","","","","","5626734","",""
"合計","","","","","175377698","",""
