"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)ナカジマ","5.5.8","5.8.10","","","482900","","譲渡手形"
"(株)松本シャリング工場","5.5.8","5.8.10","","","224400","","譲渡手形"
"芝池運輸(株)","5.6.5","5.8.31","","","348600","","譲渡手形"
"芝池運輸(株)","5.6.5","5.9.30","","","503200","","譲渡手形"
"(株)ナカジマ","5.6.5","5.9.10","","","347600","","譲渡手形"
"中嶋産業(株)","5.6.5","5.9.10","","","542740","","譲渡手形"
"(株)松本シャリング工場","5.6.5","5.9.10","","","165000","","譲渡手形"
"ジャパンノップ(株)","5.6.5","5.9.10","","","330000","","譲渡手形"
"小計","","","","","5336210","",""
"計","","","","","12011790","",""
