"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"鈴和製作所(株)","4.8.31","4.12.30","三井住友銀行","横浜中央","2339040","","電子記録債権"
"〃","4.9.30","5.1.31","〃","〃","1246179","","〃"
"テラル多久(株)","4.6.30","4.10.31","〃","〃","330165","","〃"
"〃","4.7.29","4.11.30","〃","〃","940742","","〃"
"ニチアス(株)","4.6.30","4.10.25","〃","〃","322694","","〃"
"〃","4.7.28","4.11.25","〃","〃","433696","","〃"
"〃","4.8.30","4.12.26","〃","〃","445628","","〃"
"〃","4.9.30","5.1.25","〃","〃","787992","","〃"
"ニッコウ工業(有)","4.9.30","5.3.5","川崎信用金庫","駒岡","1235698","",""
"日本ギア工業(株)","4.6.20","4.10.20","三井住友銀行","横浜中央","1337721","","電子記録債権"
"〃","4.7.20","4.11.20","〃","〃","253440","","〃"
"日本シャフト製造(株)","4.9.30","5.1.31","千葉銀行","柏","2225210","",""
"北陸工業(株)","4.7.25","4.11.25","三井住友銀行","横浜中央","2392793","","電子記録債権"
"その他20件","","","","","6918049","",""
"手持手形計","","","","","119972094","",""
"(有)洋光金属","4.5.22","4.11.30","りそな銀行","日暮里","1756341","野村鋼機(株)",""
"〃","4.7.22","4.10.31","〃","〃","2400000","〃",""
"(株)景泉機器","4.6.30","4.10.31","横浜銀行","杉田","418022","日立金属工具鋼(株)",""
"〃","4.7.31","4.11.30","〃","〃","2184379","〃",""
"〃","4.8.31","4.12.31","〃","〃","1951960","大和特殊鋼(株)",""
"(株)三共静岡製作所","4.6.27","4.10.25","みずほ銀行","尾久","1974912","日立金属工具鋼(株)",""
"〃","4.8.25","4.12.25","〃","〃","1474727","〃",""
"合計","","","","","","",""
