"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)エーエス","5.3.31","5.8.7","","","22780000","",""
"三井精機工業(株)","5.4.14","5.8.20","","","8674028","",""
"(株)日本製鋼所","5.4.20","5.8.20","","","4585846","",""
"高松機械工業(株)","5.4.20","5.8.20","","","2259712","",""
"(株)富士精工本社","5.6.20","5.8.20","","","422928","",""
"(株)ゼプロチュービング","5.4.20","5.8.31","","","382738","",""
"(株)新東","5.4.28","5.8.31","","","1449139","",""
"白山工業(株)","5.5.31","5.8.31","","","6440000","",""
"(株)エーエス","5.4.28","5.9.7","","","28753000","",""
"(株)日本製鋼所","5.5.19","5.9.20","","","5343231","",""
"(株)ヤマテコーポレーション","5.5.15","5.9.20","","","715334","",""
"高松機械工業(株)","5.5.20","5.9.20","","","2423707","",""
"三井精機工業(株)","5.5.22","5.9.20","","","7486057","",""
"(株)新東","5.5.31","5.9.30","","","1811249","",""
"白山工業(株)","5.6.30","5.9.30","","","6660000","",""
"(株)エーエス","5.5.31","5.10.7","","","21704000","",""
"(株)日本製鋼所","5.6.20","5.10.20","","","3249280","",""
"高松機械工業(株)","5.6.20","5.10.20","","","1472824","",""
"(株)ヤマテコーポレーション","5.6.15","5.10.20","","","237844","",""
"(株)ゼプロチュービング","5.6.20","5.10.31","","","342462","",""
"(株)新東","5.6.30","5.10.31","","","2329592","",""
"(株)横浜工業所","5.6.30","5.10.31","","","261052","",""
"白山工業(株)","5.7.31","5.10.31","","","7050000","",""
"合計","","","","","","",""
