"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)コメットカトウ","51.31","5.4.28","","","454080","",""
"(株)コメットカトウ","5.3.31","5.6.30","","","450120","",""
"受取手形小計","","","","","904200","",""
"守山工業(株)","4.11.25","5.4.5","","","5500000","",""
"井上金物(株)","4.12.30","5.4.10","","","607750","",""
"守山工業(株)","4.12.26","5.5.5","","","7500000","",""
"井上金物(株)","5.1.25","5.5.10","","","665259","",""
"守山工業(株)","5.1.25","5.6.5","","","3000000","",""
"井上金物(株)","5.2.28","5.6.12","","","572000","",""
"守山工業(株)","5.2.27","5.7.5","","","3000000","",""
"井上金物(株)","5.3.31","5.7.10","","","572000","",""
"守山工業(株)","5.3.27","5.8.7","","","4500000","",""
"太平洋工業(株)","5.2.27","5.4.25","","","9350000","",""
"太平洋工業(株)","5.3.11","5.5.25","","","11880000","",""
"電子記録債権小計","","","","","47147009","",""
"計","","","","","48051209","",""
