"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)足立ライト工業所","4.2.26","4.6.30","瀬戸信金","大曽根支店","2700000","",""
"同上","4.3.31","4.7.31","同上","同上","10100000","",""
"同上","4.4.28","4.8.31","同上","同上","4300000","",""
"同上","4.5.31","4.9.30","同上","同上","11300000","",""
"足立ライト(株)","4.2.28","4.6.30","同上","同上","500000","",""
"同上","4.3.31","4.7.31","同上","同上","600000","",""
"同上","4.4.30","4.8.31","同上","同上","2500000","",""
"同上","4.5.31","4.9.30","同上","同上","3400000","",""
"名古屋理研艶具(株)","4.2.28","4.6.30","三菱UFJ銀行","上前津支店","201300","",""
"同上","4.3.31","4.7.31","同上","同上","201300","",""
"同上","4.4.28","4.8.31","同上","同上","301950","",""
"矢崎エナジーシステム(株)","4.5.31","4.10.31","","","3465000","",""
"合計","","","","","39569550","",""
