file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,account,account,amount_0,,,,,,,,,,,,,,,,,,
,,,1,(流動資産),(流動資産),"291,150,002",,,,,,,,,,,,,,,,,,
,,,2,現金及び預金,現金及び預金,"226,987,661",,,,,,,,,,,,,,,,,,
,,,3,売掛金,売掛金,"7,564,690",,,,,,,,,,,,,,,,,,
,,,4,商品,商品,"8,788,092",,,,,,,,,,,,,,,,,,
,,,5,貯蔵品,貯蔵品,"819,313",,,,,,,,,,,,,,,,,,
,,,6,立替金,立替金,"324,415",,,,,,,,,,,,,,,,,,
,,,7,前払費用,前払費用,"17,295,765",,,,,,,,,,,,,,,,,,
,,,8,短期貸付金,短期貸付金,"10,465,000",,,,,,,,,,,,,,,,,,
,,,9,未収入金,未収入金,"18,905,066",,,,,,,,,,,,,,,,,,
,,,10,(固定資産),(固定資産),"2,475,343,922",,,,,,,,,,,,,,,,,,
,,,11,(有形固定資産),(有形固定資産),"2,417,169,480",,,,,,,,,,,,,,,,,,
,,,12,建物,建物,"1,371,719,690",,,,,,,,,,,,,,,,,,
,,,13,建物附属設備,建物附属設備,"739,562,694",,,,,,,,,,,,,,,,,,
,,,14,構築物,構築物,"150,289,785",,,,,,,,,,,,,,,,,,
,,,15,機械装置,機械装置,"31,504,211",,,,,,,,,,,,,,,,,,
,,,16,工具器具備品,工具器具備品,"19,596,511",,,,,,,,,,,,,,,,,,
,,,17,一括償却資産,一括償却資産,"2,101,713",,,,,,,,,,,,,,,,,,
,,,18,土地,土地,"102,394,876",,,,,,,,,,,,,,,,,,
,,,19,(無形固定資産),(無形固定資産),"3,570,464",,,,,,,,,,,,,,,,,,
,,,20,施設利用権,施設利用権,"2,426,464",,,,,,,,,,,,,,,,,,
,,,21,ソフトウェア,ソフトウェア,"1,144,000",,,,,,,,,,,,,,,,,,
,,,22,(投資その他の資産),(投資その他の資産),"54,603,978",,,,,,,,,,,,,,,,,,
,,,23,関係会社株式,関係会社株式,"3,000,000",,,,,,,,,,,,,,,,,,
,,,24,出資金,出資金,"160,100",,,,,,,,,,,,,,,,,,
,,,25,差入保証金,差入保証金,"48,835,810",,,,,,,,,,,,,,,,,,
,,,26,長期前払費用,長期前払費用,"2,608,068",,,,,,,,,,,,,,,,,,
,,,27,資産の部合計,資産の部合計,"2,766,493,924",,,,,,,,,,,,,,,,,,
,,,28,(流動負債),(流動負債),"351,912,482",,,,,,,,,,,,,,,,,,
,,,29,短期借入金,短期借入金,"192,207,901",,,,,,,,,,,,,,,,,,
,,,30,未払金,未払金,"132,118,152",,,,,,,,,,,,,,,,,,
,,,31,未払費用,未払費用,"9,200,086",,,,,,,,,,,,,,,,,,
,,,32,未払法人税等,未払法人税等,"2,698,600",,,,,,,,,,,,,,,,,,
,,,33,未払消費税等,未払消費税等,"1,079,000",,,,,,,,,,,,,,,,,,
,,,34,前受金,前受金,"572,000",,,,,,,,,,,,,,,,,,
,,,35,預り金,預り金,"5,255,163",,,,,,,,,,,,,,,,,,
,,,36,前受収益,前受収益,"7,939,180",,,,,,,,,,,,,,,,,,
,,,37,預り保証金,預り保証金,"842,400",,,,,,,,,,,,,,,,,,
,,,38,(固定負債),(固定負債),"2,086,083,481",,,,,,,,,,,,,,,,,,
,,,39,長期借入金,長期借入金,"1,978,583,481",,,,,,,,,,,,,,,,,,
,,,40,社債,社債,"107,500,000",,,,,,,,,,,,,,,,,,
,,,41,負債の部合計,負債の部合計,"2,437,995,963",,,,,,,,,,,,,,,,,,
,,,42,(株主資本),(株主資本),"328,497,961",,,,,,,,,,,,,,,,,,
,,,43,資本金,資本金,"50,000,000",,,,,,,,,,,,,,,,,,
,,,44,資本剰余金,資本剰余金,"5,000,000",,,,,,,,,,,,,,,,,,
,,,45,資本準備金,資本準備金,"5,000,000",,,,,,,,,,,,,,,,,,
,,,46,利益剰余金,利益剰余金,"273,497,961",,,,,,,,,,,,,,,,,,
,,,47,その他利益剰余金,その他利益剰余金,"273,497,961",,,,,,,,,,,,,,,,,,
,,,48,圧縮積立金,圧縮積立金,"402,758,121",,,,,,,,,,,,,,,,,,
,,,49,繰越利益剰余金,繰越利益剰余金,"-129,260,160",,,,,,,,,,,,,,,,,,
,,,50,純資産の部合計,純資産の部合計,"328,497,961",,,,,,,,,,,,,,,,,,
,,,51,負債及び純資産合計,負債及び純資産合計,"2,766,493,924",,,,,,,,,,,,,,,,,,
