file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,account,account,amount_0,,,,,,,,,,,,,,,,,,
,,,1,【流動資産】,【流動資産】,"【556,237,218】",,,,,,,,,,,,,,,,,,
,,,2,現金・預金,現金・預金,"280,919,936",,,,,,,,,,,,,,,,,,
,,,3,受取手形,受取手形,"34,273,319",,,,,,,,,,,,,,,,,,
,,,4,売掛金,売掛金,"99,680,503",,,,,,,,,,,,,,,,,,
,,,5,有価証券,有価証券,"1,109,865",,,,,,,,,,,,,,,,,,
,,,6,製品,製品,"12,669,558",,,,,,,,,,,,,,,,,,
,,,7,原材料,原材料,"73,594,704",,,,,,,,,,,,,,,,,,
,,,8,仕掛品,仕掛品,"53,389,210",,,,,,,,,,,,,,,,,,
,,,9,預け金,預け金,801,,,,,,,,,,,,,,,,,,
,,,10,前払費用,前払費用,"1,108,251",,,,,,,,,,,,,,,,,,
,,,11,貸倒引当金,貸倒引当金,"-508,929",,,,,,,,,,,,,,,,,,
,,,12,【固定資産】,【固定資産】,"【89,038,309】",,,,,,,,,,,,,,,,,,
,,,13,(有形固定資産),(有形固定資産),"(50,478,426)",,,,,,,,,,,,,,,,,,
,,,14,建物,建物,"4,330,136",,,,,,,,,,,,,,,,,,
,,,15,建物付属設備,建物付属設備,"120,918",,,,,,,,,,,,,,,,,,
,,,16,構築物,構築物,"2,044,933",,,,,,,,,,,,,,,,,,
,,,17,造作,造作,"317,204",,,,,,,,,,,,,,,,,,
,,,18,機械装置,機械装置,"36,040,074",,,,,,,,,,,,,,,,,,
,,,19,車両運搬具,車両運搬具,4,,,,,,,,,,,,,,,,,,
,,,20,器具備品,器具備品,"1,011,255",,,,,,,,,,,,,,,,,,
,,,21,工具,工具,"147,212",,,,,,,,,,,,,,,,,,
,,,22,土地,土地,"6,466,690",,,,,,,,,,,,,,,,,,
,,,23,(無形固定資産),(無形固定資産),"(770,100)",,,,,,,,,,,,,,,,,,
,,,24,ソフト開発費,ソフト開発費,"357,500",,,,,,,,,,,,,,,,,,
,,,25,電話加入権,電話加入権,"412,600",,,,,,,,,,,,,,,,,,
,,,26,(投資その他の資産),(投資その他の資産),"(37,789,783)",,,,,,,,,,,,,,,,,,
,,,27,出資金,出資金,"3,210,000",,,,,,,,,,,,,,,,,,
,,,28,投資有価証券,投資有価証券,"12,125,793",,,,,,,,,,,,,,,,,,
,,,29,保証金,保証金,"21,000,000",,,,,,,,,,,,,,,,,,
,,,30,敷金,敷金,"192,000",,,,,,,,,,,,,,,,,,
,,,31,保険積立金,保険積立金,"1,261,990",,,,,,,,,,,,,,,,,,
,,,32,【繰延資産】,【繰延資産】,"【2,200,000】",,,,,,,,,,,,,,,,,,
,,,33,会員権,会員権,"2,200,000",,,,,,,,,,,,,,,,,,
,,,34,資産の部合計,資産の部合計,"647,475,527",,,,,,,,,,,,,,,,,,
,,,35,【流動負債】,【流動負債】,"【307,737,494】",,,,,,,,,,,,,,,,,,
,,,36,支払手形,支払手形,"64,623,386",,,,,,,,,,,,,,,,,,
,,,37,買掛金,買掛金,"93,982,030",,,,,,,,,,,,,,,,,,
,,,38,裏書手形,裏書手形,"3,670,491",,,,,,,,,,,,,,,,,,
,,,39,借入金,借入金,"93,000,000",,,,,,,,,,,,,,,,,,
,,,40,未払金,未払金,"39,605,490",,,,,,,,,,,,,,,,,,
,,,41,未払費用,未払費用,"11,442,496",,,,,,,,,,,,,,,,,,
,,,42,前受金,前受金,"400,297",,,,,,,,,,,,,,,,,,
,,,43,預り金,預り金,"792,904",,,,,,,,,,,,,,,,,,
,,,44,法人税等引当,法人税等引当,"220,400",,,,,,,,,,,,,,,,,,
,,,45,【固定負債】,【固定負債】,"【364,396,000】",,,,,,,,,,,,,,,,,,
,,,46,長期借入金,長期借入金,"364,396,000",,,,,,,,,,,,,,,,,,
,,,47,負償の部合計,負償の部合計,"672,133,494",,,,,,,,,,,,,,,,,,
,,,48,【株主資本】,【株主資本】,"【-24,657,967】",,,,,,,,,,,,,,,,,,
,,,49,資本金,資本金,"10,000,000",,,,,,,,,,,,,,,,,,
,,,50,利益剰余金,利益剰余金,"-34,657,967",,,,,,,,,,,,,,,,,,
,,,51,利益準備金,利益準備金,"12,000,000",,,,,,,,,,,,,,,,,,
,,,52,その他利益剰余金,その他利益剰余金,"-46,657,967",,,,,,,,,,,,,,,,,,
,,,53,別途積立金,別途積立金,"120,000,000",,,,,,,,,,,,,,,,,,
,,,54,繰越利益剰余金,繰越利益剰余金,"-166,657,967",,,,,,,,,,,,,,,,,,
,,,55,純資産の部合計,純資産の部合計,"-24,657,967",,,,,,,,,,,,,,,,,,
,,,56,負債純資産の部合計,負債純資産の部合計,"647,475,527",,,,,,,,,,,,,,,,,,
