振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
新大阪シール,,R5.12.15,,,220242,,
(株)シーネット,,R5.12.31,,,141790,,
ロビン,,R5.12.25,,,139593,,
サンワークス,,R5.12.31,,,240570,,
まつよ,,R5.12.31,,,458700,,
早和製本(メール受注),,R5.12.31,,,139040,,
関西ラベル,,R5.12.31,,,106227,,
カンサイタカラ印刷,,R6.1.20,,,1869236,,
タカラ印刷(横浜),,R6.1.15,,,170940,,
トキワアート印刷,,R6.1.20,,,347212,,
永坂シール,,R5.12.20,,,578110,,
新大阪シール,,R6.1.15,,,157740,,
ダイキョウ,,R5.12.25,,,797833,,
ロビン,,R6.1.25,,,123533,,
関西ラベル,,R6.1.31,,,105028,,
大輪印刷,,R5.12.31,,,105380,,
まつよ,,R6.1.31,,,716650,,
受取手形計,,,,,20239556,,
計,,,,,,,
