"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"一井工業株式会社","令5.4.28","令5.8.31","伊予銀行","倉敷支店","7139217","",""
"株式会社ニッテツ","令5.8.31","令5.8.31","広島信用金庫","横川支店","2428447","",""
"〃","令5.5.31","令5.9.30","〃","〃","2365119","",""
"〃","令5.6.30","令5.10.31","〃","〃","1543923","",""
"〃","令5.7.31","令5.11.30","〃","〃","2132519","",""
"ヒルタ工業","令5.4.28","令5.8.31","広島銀行","福山営業本部","1231766","",""
"〃","令5.5.31","令5.9.30","中国銀行","総社支店","801233","",""
"〃","令5.7.31","令5.11.30","〃","〃","887658","",""
"旭金属工業株式会社","令5.4.30","令5.8.31","玉島信用金庫","勇崎支店","1745829","",""
"〃","令5.5.31","令5.10.31","〃","〃","1276838","",""
"〃","令5.7.31","令5.11.30","〃","〃","1577462","",""
"〃","","","〃","〃","1075072","",""
"合計","","","","","24205083","",""
