振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
ユニオン紙器(株),5.2.28,5.6.30,横浜銀行,,1986641,,
(同上),5.3.31,5.7.31,〃,,2297682,,
コンボー(株),5.2.25,5.7.5,横浜銀行,,1672040,,
(同上),5.3.25,5.8.5,〃,,2090653,,
(有)佐々木紙器,5.3.31,5.5.30,川崎信用金庫,,623470,,
宝製菓(株),5.3.31,5.6.30,横浜銀行,,2738795,,
大幸紙工(株),5.3.27,6.6.25,みずほ銀行,,617980,,
(同上),5.3.27,5.4.30,〃,,867877,,
(同上),5.3.27,5.4.30,〃,,505736,,
(同上),5.1.25,5.5.20,〃,,374083,,
(株)ダイワダンボール,5.3.10,5.6.10,きらぼし銀行,,1884606,,
(同上),5.3.10,5.5.31,〃,,272378,,
(同上),5.3.10,5.6.10,〃,,433265,,
大興紙工(株),5.3.31,5.6.30,三菱UFJ銀行,,272437,,
(同上),5.3.31,5.7.5,〃,,188656,,
(同上),5.2.28,5.5.31,〃,,264820,,
(同上),5.3.31,5.6.30,〃,,128907,,
割引手形期末残高,,,横浜銀行,大倉山支店,78859402,,明細会社保存
〃,,,商工組合中央金庫,本店,57154575,,〃
〃,,,静岡銀行,中山支店,24160977,,〃
計,,,,,268898570,,
