"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)グラセル","5.1.31","5.5.31","","","784030","",""
"(有)中林製作所","5.1.31","5.5.31","","","5000000","",""
"(有)中林製作所","5.1.31","5.5.31","","","758425","",""
"三宝化成(株)","5.1.31","5.5.31","","","1547700","",""
"紀伊産業(株)","5.1.31","5.5.31","","","6571768","",""
"凸版印刷(株)","5.1.31","5.5.10","","","1980950","",""
"阪神容器(株)","5.2.6","5.6.20","","","4274246","",""
"ファーマパック(株)","5.2.6","5.6.20","","","1178760","",""
"第一化工(株)","5.2.9","5.6.16","","","5000000","",""
"第一化工(株)","5.2.9","5.6.16","","","48585","",""
"立花容器(株)","5.2.10","5.6.10","","","403260","",""
"キョーラク(株)","5.2.10","5.6.10","","","7381726","",""
"中央容器(株)","5.2.16","5.6.20","","","279223","",""
"三宝化成(株)","5.2.24","5.6.30","","","1282393","",""
"竹本容器(株)","5.2.27","5.6.5","","","4229148","",""
"大商硝子(株)","5.2.28","5.6.20","","","1590474","",""
"フジモリ産業(株)","5.2.28","5.6.30","","","5000000","",""
"フジモリ産業(株)","5.2.28","5.6.30","","","2228805","",""
"(株)中林製作所","5.2.28","5.6.30","","","5000000","",""
"(株)中林製作所","5.2.28","5.6.30","","","1389896","",""
"(株)グラセル","5.2.28","5.6.30","","","5000000","",""
"(株)グラセル","5.2.28","5.6.30","","","2633917","",""
"豊国産業(株)","5.2.28","5.6.30","","","670911","",""
"計","","","","","","",""
