"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"三宅建設株式会社","令4.3.7","令4.9.5","但陽信用金庫","本店営業部","4165000","","3件電子記録賃権"
"立建設株式会社","令4.3.10","令4.10.10","広島銀行","姫路支店","19635000","","7通受取手形"
"歩信栄建設株式会社","令4.3.15","令4.8.15","播州信用金庫","加古川支店","5682600","","2通受取手形"
"株式会社四ツ橋組","令4.4.11","令4.8.11","三井住友銀行","明石支店","1031800","","2通受取手形"
"ゴンチャロフ製菓株式会社","令4.5.25","令4.8.18","りそな銀行","神戸支店","717947","","2件電子記録債権"
"ヨリフジ建設株式会社","令4.3.31","令4.7.31","みなと銀行","社支店","358000","","1通受取手形"
"丸正建設(株)","令4.3.31","令4.9.30","三井住友銀行","神戸営業部","1422000","","2通受取手形"
"大成工材(株)","令4.4.20","令4.8.31","三井住友銀行","加古川支店","2000000","","1通受取手形"
"(株)浜田工務店","令4.4.5","令4.9.6","三井住友銀行","高砂支店","32450000","","2通受取手形"
"(株)不動テトラ","令4.5.31","令4.9.30","三菱UFJ銀行","本店","5961550","","2通受取手形"
"有限会社黒田庄ポートリー","","","","","25086600","","6通受取手形"
"(株)カネニ","","","","","17678307","","1通受取手形"
"計","","","","","116188804","",""
