振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
酒井マーク,,R4.10.30,,,332916,,
三和印刷工業(奈良),,R4.10.13,,,428747,,
タカラ京都,,R4.10.15,,,88759,,
タカラ大阪,,R4.10.15,,,90451,,
タカラ印刷(横浜),,R4.10.15,,,335060,,
新大阪シール,,R4.10.15,,,220011,,
カンサイタカラ印刷,,R4.10.20,,,1749297,,
トキワアート印刷,,R4.10.20,,,237873,,
北村三昌館,,R4.10.31,,,146212,,
まつよ,,R4.10.31,,,655600,,
早和製本,,R4.10.31,,,260700,,
都インキ,,R4.10.15,,,147730,,
三和印刷工業(奈良),,R4.11.13,,,1023242,,
タカラ京都,,R4.11.15,,,183159,,
タカラ大阪,,R4.11.15,,,14047,,
酒井マーク,,R4.11.30,,,239239,,
ダイキョウ,,R4.10.25,,,750929,,
東栄,,R4.11.5,,,888250,,
カンサイタカラ印刷,,R4.11.20,,,1801162,,
タカラ印刷(横浜),,R4.11.15,,,430085,,
トキワアート印刷,,R4.11.20,,,769663,,
フジマーク,,R4.11.30,,,251944,,
永坂シール,,R4.10.20,,,876419,,
計,,,,,,,
