振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
杉村製作所,4.11.25,5.4.5,大阪商工,加美,1342000,,
アンテックス,4.12.10,5.4.10,三菱UFJ,羽田,1309000,,
杉村製作所,4.12.26,5.5.5,大阪商工,加美,1609850,,
大阪車輌工業,4.12.28,5.4.21,三菱UFJ,玉造,222464,,
アンテックス,5.1.10,5.5.10,三菱UFJ,羽田,2733500,,
杉村製作所,5.1.25,5.6.5,大阪商工,加美,1326040,,
大阪車輌工業,5.1.31,5.5.21,三菱UFJ,玉造,560314,,
アンテックス,5.2.10,5.6.10,三菱UFJ,羽田,1617000,,
杉村製作所,5.2.25,5.7.5,大阪商工,加美,800787,,
大阪車輌工業,5.2.28,5.6.21,三菱UFJ,玉造,2205500,,
アンテックス,5.3.10,5.7.10,三菱UFJ,羽田,1104400,,
杉村製作所,5.3.25,5.8.5,大阪商工,加美,222464,,
大阪車輌工業,5.3.31,5.7.21,三菱UFJ,玉造,925954,,
合計,,,,,16793009,,
