振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
岩倉印刷紙業,,R5.1.5,,,296637,,
永坂シール,,R4.12.20,,,437800,,
新大阪シール,,R5.1.15,,,179333,,
金沢シール,,R4.12.20,,,541475,,
まつよ,,R5.1.31,,,635547,,
早和製本,,R5.1.31,,,225940,,
ロビン,,R5.1.25,,,130463,,
サンワークス,,R5.1.31,,,292358,,
受取手形計,,,,,25706061,,
シグマ紙業,,R4.10.15,,,110000,,
セイホウ,,R4.10.15,,,364771,,
アズマレーベル,,R4.10.20,,,53488,,
天満紙器奈良,,R4.11.5,,,173635,,
三光産業(大阪),,R4.10.31,,,220000,,
相互印刷,,R4.10.31,,,487000,,
東洋レーベル(京都),,R4.10.31,,,383548,,
セイホウ,,R4.11.15,,,272426,,
プライム・ハラ,,R4.10.10,,,658680,,
サンワ,,R4.10.31,,,862136,,
ヤカグループ,,R4.10.31,,,315579,,
上六(ランプ・試験費・版),,R4.10.17,,,2033350,,
上六印刷(インキ),,R4.10.17,,,484148,,
天満紙器奈良,,R4.12.5,,,101145,,
計,,,,,,,
