"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(裏書手形)","","","","","","(ファクタリング)(裏書先)","(裏書日)"
"大日本印刷(株)","R3.11.25","R4.3.7","","","569800","大日本印刷(株)","R3.11.25"
"(株)DNPグラフィカ","R3.11.25","R4.3.7","","","3084348","(株)DNPグラフィカ","R3.11.25"
"大日本印刷(株)","R3.12.24","R4.4.5","","","850300","大日本印刷(株)","R3.12.24"
"(株)DNPグラフィカ","R3.12.24","R4.4.5","","","5713021","(株)DNPグラフィカ","R3.12.24"
"大日本印刷(株)","R4.1.25","R4.5.6","","","609400","大日本印刷(株)","R4.1.25"
"(株)DNPグラフィカ","R4.1.25","R4.5.6","","","3823563","(株)DNPグラフィカ","R4.1.25"
"大日本印刷(株)","R4.2.25","R4.6.6","","","401500","大日本印刷(株)","R4.2.25"
"(株)DNPグラフィカ","R4.2.25","R4.6.6","","","1295469","(株)DNPグラフィカ","R4.2.25"
"裏書手形計","","","","","16347401","",""
"計","","","","","","",""
