振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
(株)ビッグビット,令4.1.31,令4.4.30,三井住友,堺,143000,,
〃,令4.2.28,平4.5.31,〃,〃,143000,,
〃,令4.3.31,令4.6.30,〃,〃,171050,,
(株)広貫堂,令4.3.7,令4.6.30,北陸,本店,3755400,,
第一薬品工業(株),令3.12.10,令4.4.10,第四北越,富山,412500,,
〃,令4.1.14,令4.5.10,〃,〃,709500,,
〃,令4.2.10,令4.6.10,〃,〃,825000,,
ニプロ(株),令3.12.20,令4.4.20,みずほ,大阪法人,4394823,,
〃,令3.12.20,令4.4.20,〃,〃,20000000,,
〃,令4.1.20,令4.4.20,りそな,大阪,100000000,,
〃,令4.1.20,令4.4.20,〃,〃,50000000,,
〃,令4.1.20,令4.4.20,〃,〃,1344597,,
〃,令4.1.24,令4.5.20,みずほ,大阪法人,10000000,,
〃,令4.1.24,令4.5.20,〃,〃,5000000,,
〃,令4.1.24,令4.5.20,〃,〃,3000000,,
〃,令4.1.24,令4.5.20,〃,〃,770846,,
〃,令4.2.21,令4.5.20,りそな,大阪,100000000,,
〃,令4.2.21,令4.5.20,〃,〃,9519761,,
〃,令4.2.21,令4.6.20,みずほ,大阪法人,10000000,,
〃,令4.2.21,令4.6.20,〃,〃,5000000,,
〃,令4.2.21,令4.6.20,〃,〃,3000000,,
〃,令4.2.21,令4.6.20,〃,〃,877640,,
