振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
(株)マノール,4.01.18,4.05.15,みずほ,品川,5000000,,
〃,4.03.16,4.07.15,みずほ,品川,3000000,,
旦吉化学工業(株),4.01.31,4.05.31,三菱,鶴橋,140250,,大阪シーリング印刷(株)
〃,4.03.31,4.07.05,湘南信金,茅ヶ崎営業部,837551,,
〃,4.03.31,4.07.15,三菱,大山,2476430,,福本(株)
(株)大響,4.02.24,4.05.31,三井,難波,410575,,(株)西岡
〃,4.02.24,4.06.10,三井,京橋,290950,,丸三商事(株)
〃,4.02.24,4.06.30,北海道,札苗,243045,,(株)マルトシ機構
〃,4.02.2,4.06.30,東京信金,戸田,10000000,,
〃,4.02.24,4.06.30,東京信金,戸田,5000000,,
〃,4.03.28,4.07.31,東京信金,戸田,5000000,,
〃,4.03.28,4.06.30,東京信金,戸田,1216725,,
〃,4.03.28,4.06.30,西尾信金,銀山町,2639802,,(株)コクネ
〃,4.03.28,4.06.30,北國,大泉学園前,1256695,,(株)ショウセイ
〃,4.03.28,4.06.30,三井,大泉学園前,196240,,(株)西岡
〃,4.03.28,4.06.30,広島信金,都立大学前,359205,,扇屋塗料(株)
〃,4.03.28,4.07.05,大川信金,大井,216820,,(株)サンコウ
〃,4.03.28,4.07.10,三井,大井,246015,,丸三商事(株)
〃,4.03.28,4.07.20,大垣共立,豊受,275110,,榊原商事(株)
〃,4.03.28,4.07.20,りそな,梅田,278850,,アドセラー(株)
〃,4.03.28,4.07.31,北海道,札苗,440770,,(株)マルトシ機構
コウシン化学工業(株),4.03.10,4.06.10,きらぼし,大泉学園前,5000000,,
ユニ工業(株),4.03.1,4.07.05,横浜,本店営業部,277750,,
中国紙工業(株),4.03.22,4.07.15,中国,尾道駅前,274560,,
合計,,,,,45077343,,
