振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
トーヨーコーポレーション(横浜),,R4.10.31,,,174790,,
新大阪シール,,R4.11.15,,,369083,,
金沢シール,,R4.10.20,,,507375,,
永佐化工,,R4.10.31,,,680205,,
まつよ,,R4.11.30,,,424050,,
三和印刷工業(奈良),,R4.12.13,,,806377,,
タカラ印刷(横浜),,R4.12.15,,,305734,,
タカラ京都,,R4.12.15,,,78485,,
タカラ大阪,,R4.12.15,,,158134,,
酒井マーク,,R4.12.31,,,105900,,
ARC,,R4.12.5,,,128535,,
カンサイタカラ印刷,,R4.12.20,,,2258350,,
ダイキョウ,,R4.11.25,,,549739,,
都インキ,,R4.11.15,,,251141,,
永坂シール,,R4.11.20,,,522390,,
新大阪シール,,R4.12.15,,,184822,,
金沢シール,,R4.11.20,,,309870,,
まつよ,,R4.12.31,,,484000,,
都インキ,,R4.12.15,,,239217,,
三和印刷工業(奈良),,R5.1.13,,,539682,,
カンサイタカラ印刷,,R5.1.20,,,1413115,,
タカラ印刷(横浜),,R5.1.15,,,242029,,
トキワアート印刷,,R5.1.20,,,311990,,
計,,,,,,,
