"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)竹中銅器","R5.7.10","R5.10.10","","","160416","",""
"(株)エイコー","R5.7.20","R5.10.10","","","453912","",""
"(株)小澤商店","R5.7.25","R5.10.10","","","222695","",""
"アサコ(株)","R5.7.5","R5.10.15","","","710000","",""
"〃","R5.7.7","R5.10.16","","","370000","",""
"(株)金沢シール","R5.7.20","R5.10.20","","","352000","",""
"日新工芸(株)","R5.6.15","R5.10.25","","","249956","",""
"(株)北陸プレート製作所","R5.7.25","R5.10.25","","","509420","",""
"(株)フジプライズ","R5.7.31","R5.11.7","","","630468","",""
"(株)エイコー","R5.8.17","R5.11.10","","","136078","",""
"(株)小澤商店","R5.8.28","R5.11.10","","","127710","",""
"アサコ(株)","R5.8.2","R5.11.15","","","740000","",""
"日新工芸(株)","R5.7.12","R5.11.25","","","119815","",""
"(有)肥後観光工芸","R5.7.28","R5.11.30","","","97196","",""
"(株)オータニ","R5.9.12","R5.11.30","","","336826","",""
"(株)エイコー","R5.9.19","R5.12.10","","","151946","",""
"(株)小澤商店","R5.9.25","R5.12.10","","","385088","",""
"アサコ(株)","R5.9.6","R5.12.15","","","710000","",""
"計","","","","","6463526","",""
