"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)フコク","4・6・2","4・9・30","三菱UFJ銀行","大宮支店","385000","",""
"協同ゴム工販(株)","4・5・20","4・9・30","清水銀行","本店営業部","1463000","",""
"同上","4・6・20","4・10・31","同上","同上","2112000","",""
"同上","4・7・20","4・11・30","同上","同上","4048000","",""
"同上","4・8・22","5・1・4","同上","同上","2260000","",""
"同上","4・8・22","5・1・4","同上","同上","5000000","",""
"同上","4・9・20","5・1・31","商工組合中央金庫","静岡支店","891000","",""
"トーアテック(株)","4・7・31","4・11・30","足利銀行","小山支店","1320000","",""
"受取手形計","","","","","17479000","",""
"東絶工業(株)","4・8・31","5・1・20","","","528000","",""
"電子記録債権計","","","","","528000","",""
"合計","","","","","18007000","",""
