"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(受取手形)","","","","","","",""
"株式会社オギノ","令和5.7.25","令和5.10.25","","","397884","",""
"株式会社オギノ","令和5.8.25","令和5.11.27","","","604930","",""
"株式会社オギノ","令和5.9.25","令和5.12.25","","","477639","",""
"株式会社赤のれん","令和5.8.10","令和5.10.25","","","3755238","",""
"株式会社富強","令和5.8.24","令和5.11.30","","","117268","",""
"ワールド","令和5.9.5","令和5.11.6","","","428234","",""
"株式会社アスティー","令和5.9.7","令和6.1.5","","","774422","",""
"エステール株式会社","令和5.9.22","令和6.1.20","","","2541715","",""
"株式会社アージュ","令和5.9.25","令和5.10.25","","","104427","",""
"小計","","","","","9201757","",""
"計","","","","","9201757","",""
