振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
紅忠スチール(株),R.5.1.31,R.5.4.30,みずほ,内幸町,757717,,
紅忠スチール(株),R.5.2.28,R.5.5.31,みずほ,内幸町,462452,,
紅忠スチール(株),R.5.3.31,R.5.6.30,みずほ,内幸町,169243,,
武田商事(株),R.4.12.27,R.5.4.30,八十二,深志,279037,,
武田商事(株),R.5.1.31,R.5.5.31,八十二,深志,232650,,
(株)袴田商店,R.4.12.26,R.5.4.25,三島信金,二日町,836294,,
(株)袴田商店,R.5.1.27,R.5.5.25,三島信金,二日町,706312,,
(株)袴田商店,R.5.2.28,R.5.6.25,三島信金,二日町,763484,,
(株)袴田商店,R.5.3.27,R.5.7.25,三島信金,二日町,1612000,,
マツキファスナー(株),R.5.1.31,R.5.4.25,琉球,浦添,1133035,,
マツキファスナー(株),R.5.2.28,R.5.5.25,中国,岡南,1038636,,
川口栄蔵(株),R.5.3.14,R.5.5.31,百五,名張,964920,,
(受取手形合計),,,,,8955780,,
計,,,,,8955780,,
