"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)合田工務店","令4.6.10","令4.10.10","みずほ","芝","35600000","",""
"(株)フジタ","令4.8.10","令4.10.11","三井住友","本店営業部","24247300","",""
"大成建設(株)","令4.8.25","令4.10.31","みずほ信託","","40800000","",""
"大成ユーレック(株)","令4.8.25","令4.10.31","みずほ","大手町営業部","8100000","",""
"馬淵建設(株)","令4.6.27","令4.10.31","横浜","本店営業部","4760000","",""
"令4年10月計","","","","","113507300","",""
"(株)合田工務店","令4.7.11","令4.11.10","みずほ","芝","59400000","",""
"大成建設(株)","令4.9.26","令4.11.30","みずほ信託","","21700000","",""
"馬淵建設株","令4.7.31","令4.11.30","横浜","本店営業部","4880000","",""
"大成ユーレック(株)","令4.9.26","令4.11.30","みずほ","大手町営業部","3900000","",""
"令4年11月計","","","","","89880000","",""
"(株)合田工務店","令4.8.10","令4.12.10","みずば","芝","49400000","",""
"馬淵建設株","令4.8.31","令4.12.31","横浜","本店営業部","8840000","",""
"令4年12月計","","","","","58240000","",""
"(株)合田工務店","令4.9.12","令5.1.10","みずほ","芝","19600000","",""
"馬淵建設(株)","令4.9.30","令5.1.31","横浜","本店営業部","5750000","",""
"令5年1月計","","","","","25350000","",""
"計","","","","","286977300","",""
