振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
光文堂(熊本),,R4.10.31,,,48125,,
光文堂(名古屋本),,R4.10.31,,,110508,,
相互印刷,,R4.11.30,,,446000,,
セイホウ,,R4.12.15,,,404910,,
プライム・ハラ,,R4.11.10,,,467841,,
サンワ,,R4.11.30,,,578600,,
天満紙器奈良,,R5.1.5,,,157982,,
アズマレーベル,,R4.12.20,,,44963,,
光文堂(熊本),,R4.11.30,,,24475,,
光文堂(名古屋本),,R4.11.30,,,116160,,
相互印刷,,R4.12.31,,,454000,,
東洋レーベル(京都),,R4.12.31,,,137753,,
サンワ,,R5.1.4,,,428450,,
光文堂(名古屋本),,R4.12.31,,,127276,,
相互印刷,,R5.1.31,,,224000,,
電子債権計,,,,,10290949,,
計,,,,,35997010,,
