"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"竹内化学(株)","4.12.26","5.3.25","紀陽/屋形","","2148388","",""
"アズサイエンス(株)","4.12.19","5.3.16","八十二/南松木","","11145090","",""
"京都和光純薬(株)","4.12.30","5.3.31","滋賀/九条","","322630","",""
"石黒メディカルシステム(株)","4.12.30","5.3.20","三井住友/京都","","675818","",""
"林純薬工業(株)","4.12.30","5.4.30","商工中金/大阪","","799755","",""
"(株)栗原医療器械店","4.12.31","5.3.31","群馬/太田","","1423114","",""
"(株)ディーソルメディックス","4.12.29","5.4.5","東京シティ/本店","","2587579","",""
"八洲貿易(株)","4.12.31","5.3.31","みずほ/赤坂","","196020","",""
"東北化学薬品(株)","5.1.4","5.3.31","みちのく/弘前営業部","","2316600","",""
"グリーンホスピタルサプライ(株)","4.12.30","5.3.31","三井住友/新大阪","","102674","",""
"ティーエスアルフレッサ(株)","4.12.29","5.3.20","三菱UFJ/広島中央","","5576230","",""
"(株)正晃","5.1.16","5.4.10","福岡/箱崎","","23331158","",""
"(株)矢沢科学","5.1.15","5.4.12","みずほ/本郷","","169457","",""
"(株)イノメディックス","5.1.15","5.4.17","みずほ/本郷","","579106","",""
"サンメディックス(株)","5.1.16","5.4.17","三菱UFJ/室町","","235510","",""
"伊勢久(株)","5.1.11","5.5.7","中京/大津町","","577104","",""
"宝来メディック(株)","5.1.10","5.4.10","鹿児馬/卸本町","","238370","",""
"(株)ケニス","5.1.10","5.4.20","三菱UFJ/天満","","813978","",""
"宮野医療器(株)","5.1.10","5.4.8","三井住友/兵庫","","4878126","",""
"(株)カワニシ","5.1.10","5.4.10","山陰合同/岡山","","2256683","",""
"八洲薬品(株)","5.1.26","5.4.11","三菱UFJ/天満","","984735","",""
"村中医療器(株)","5.1.20","5.4.24","りそな/北浜","","167134","",""
"和研薬(株)","5.1.20","5.4.10","三井住友/四条","","542223","",""
"計","","","","","","",""
