"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)エーエス","4.6.30","4.11.7","","","10000000","",""
"(株)エーエス","4.6.30","4.11.7","","","10000000","",""
"奥野工業(株)","4.7.5","4.10.31","","","359997","",""
"光ビヨーラ工業(株)","4.7.11","4.11.20","","","1772749","",""
"(株)ヤマテコーポレーション","4.7.18","4.11.20","","","427236","",""
"(株)日本製鋼所","4.7.20","4.11.20","","","2906534","",""
"(株)サンテック","4.7.20","4.11.25","","","544148","",""
"(株)ゼプロチュービング","4.7.20","4.11.30","","","1270100","",""
"高松機械工業(株)","4.7.21","4.11.20","","","1935850","",""
"(株)新東","4.7.27","4.11.30","","","2159678","",""
"白山工業(株)","4.7.29","4.10.31","","","5420000","",""
"(株)エーエス","4.7.29","4.12.7","","","10000000","",""
"(株)エーエス","4.7.29","4.12.7","","","10000000","",""
"(株)エーエス","4.7.29","4.12.7","","","5000000","",""
"(株)エーエス","4.7.29","4.12.7","","","5000000","",""
"(株)エーエス","4.7.29","4.12.7","","","2252000","",""
"(株)横浜工業所","4.7.30","4.11.30","","","493900","",""
"合計","","","","","292032499","",""
