振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
協立機電工業(株),R4.12.26,R5.5.10,みずほ銀行,,175450,,
〃,R5.3.27,R5.8.10,〃,,645480,,
大洋設備(株),R5.3.3,R5.5.10,北海道銀行,,200000,,
(株)下田冷機,R5.2.28,R5.5.10,鳥取銀行,,295000,,
フクビ化学工業(株),R5.1.10,R5.5.10,福井銀行,本店営業部,586493,,
〃,R5.1.10,R5.5.10,〃,,3000000,,
〃,R5.2.10,R5.6.10,〃,,1900281,,
〃,R5.3.10,R5.7.10,〃,,801081,,
〃,R5.3.10,R5.7.10,〃,,3000000,,
〃,R5.4.10,R5.8.10,〃,,1900281,,
(株)タカシマ,R5.1.20,R5.5.17,三菱UFJ銀行,大伝馬町,9774473,,
〃,R5.6.17,R5.6.17,〃,,4707183,,
〃,R5.3.17,R5.7.17,〃,,1909417,,
〃,R5.3.17,R5.7.17,〃,,5000000,,
〃,R4.4.17,R5.8.17,〃,,2199362,,
〃,R5.4.17,R5.8.17,〃,,5000000,,
石原機械(株),R5.1.16,R5.5.18,三井住友銀行,名古屋,213249,,
〃,R5.1.16,R5.5.18,〃,,2940901,,
〃,R5.2.15,R5.6.18,〃,,71085,,
〃,R5.2.15,R5.6.18,〃,,4950000,,
〃,R5.3.15,R5.7.18,〃,,1196582,,
〃,R5.3.15,R5.7.18,〃,,5000000,,
〃,R5.4.14,R5.8.18,〃,,2992176,,
計,,,,,,,
