振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
セイキ工業(株),R4.1.17,R4.5.31,武蔵野銀行,,401500,,
〃,R4.3.16,R4.7.31,〃,,401500,,
(株)日本サーモエナー,R4.3.31,R4.5.31,みずほ銀行,,1046500,,
深川機械販売(株),R4.1.31,R4.5.31,埼玉りそな銀行,西川口,1661000,,
〃,R4.1.31,R4.5.31,〃,,5000000,,
〃,R4.1.31,R4.5.31,〃,,10000000,,
〃,R4.2.28,R4.6.30,〃,,2293002,,
〃,R4.2.28,R4.6.30,〃,,5000000,,
〃,R4.3.31,R4.7.31,〃,,1000000,,
(株)フカガワエーシーエス,R4.1.31,R4.5.31,埼玉りそな銀行,西川口,3384942,,
〃,R4.3.31,R4.7.31,〃,,1284279,,
(株)フカガワ,R4.1.31,R4.5.31,埼玉りそな銀行,西川口,1358744,,
〃,R4.1.31,R4.5.31,〃,,5000000,,
〃,R4.1.31,R4.5.31,〃,,20000000,,
〃,R4.2.28,R4.6.30,〃,,4822582,,
〃,R4.2.28,R4.6.30,〃,,10000000,,
サンエス工業(株),R4.1.31,R4.5.31,みずほ銀行,香里,2288853,,
〃,R4.1.31,R4.5.31,〃,,5000000,,
〃,R4.2.28,R4.6.30,〃,,78902,,
〃,R4.2.28,R4.6.30,〃,,5000000,,
東洋アルチタイト産業(株),R4.1.31,R4.5.31,三菱UFJ銀行,,4972806,,
〃,R4.2.1,R4.5.31,〃,,10000000,,
〃,R4.2.28,R4.6.30,〃,,2281498,,
計,,,,,,,
