"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(受取手形)","","","","","","",""
"(株)ムレコミュニケーションズ","R3.11.30","R4.3.15","","","1633478","",""
"シンコー印刷(株)","R3.12.29","R4.3.25","","","1783818","",""
"(株)DNP四国","R3.12.30","R4.3.31","","","2178782","",""
"アイプリックス(株)","R3.11.30","R4.3.31","","","1320738","",""
"協同精版印刷(株)","R3.12.27","R4.4.1","","","4343574","",""
"(株)廣陽本社","R4.1.11","R4.4.25","","","956340","",""
"シンコー印刷(株)","R4.1.25","R4.4.30","","","1515232","",""
"(株)DNP四国","R4.1.31","R4.4.30","","","1881255","",""
"協同精版印刷(株)","R4.1.25","R4.5.10","","","4609594","",""
"(株)DNP四国","R4.2.28","R4.5.31","","","1136607","",""
"(株)DNP四国","R4.2.28","R4.5.31","","","2000000","",""
"(株)ウイル・コーポレーション","R4.1.31","R4.5.31","","","345134","",""
"協同精版印刷(株)","R4.2.25","R4.6.10","","","2279413","",""
"アイプリックス(株)","R4.2.28","R4.6.30","","","1099219","",""
"受取手形計","","","","","27083184","",""
"計","","","","","","",""
