振出人,振出年月日,支払期日,支払銀行名称,支払銀行支店名,金額,割引銀行名及び支店名等,摘要
(株)ジューテック,5.2.28,5.6.30,三井住友銀行,日比谷支店,5000000,,
(株)ジューテック,5.2.28,5.6.30,三井住友銀行,日比谷支店,1381320,,
(株)ジューテック,5.5.31,5.9.30,三井住友銀行,日比谷支店,10000000,,
(株)ジューテック,5.5.31,5.9.30,三井住友銀行,日比谷支店,5000000,,
(株)ジューテック,5.5.31,5.9.30,三井住友銀行,日比谷支店,1949642,,
ジャパン建材(株),5.3.15,5.7.15,商工中金,深川支店,3247114,,
ジャパン建材(株),5.4.17,5.8.15,商工中金,深川支店,535303,,
ジャパン建材(株),5.5.15,5.9.15,商工中金,深川支店,13894804,,
(株)ヤマムラ,5.3.31,5.6.30,山形銀行,新庄支店,4554135,,
(株)ヤマムラ,5.4.30,5.7.31,山形銀行,新庄支店,4317185,,
(株)ヤマムラ,5.5.31,5.8.31,山形銀行,新庄支店,7469060,,
(株)ケー・アイズ,5.3.6,5.6.20,三井住友銀行,大和支店,3200000,,
(株)ケー・アイズ,5.4.5,5.7.20,三井住友銀行,大和支店,1850000,,
(株)ケー・アイズ,5.5.8,5.8.20,三井住友銀行,大和支店,4900000,,
石田木材(株),5.3.10,5.6.10,みずほ銀行,町田支店,3045900,,
石田木材(株),5.4.10,5.7.10,みずほ銀行,町田支店,2144120,,
(株)テンサン,5.2.15,5.6.15,千葉銀行,八街支店,2160998,,
(株)テンサン,5.4.15,5.8.15,千葉銀行,八街支店,605166,,
(株)テンサン,5.5.15,5.9.15,千葉銀行,八街支店,1802408,,
(株)タツミ,5.3.20,5.7.31,第四北越銀行,三条中央支店,1967328,,
(株)タツミ,5.5.20,5.9.30,第四北越銀行,三条中央支店,1878624,,
(株)ノダ,5.4.26,5.8.31,静岡銀行,東京営業部,1686001,,
(株)ノダ,5.5.29,5.9.30,静岡銀行,東京営業部,1516249,,
計,,,,,,,
