"振出人","振出年月日","支払期日","支払銀行名称","支払銀行支店名","金額","割引銀行名及び支店名等","摘要"
"(株)東京ニュース","5-4-30","5-7-31","三井住友銀行","神田支店","597630","",""
"富沢印刷(株)","5-6-30","5-8-15","同上","赤羽支店","397100","",""
"(株)帆風","5-5-10","5-9-5","商工組合中央金庫","本店営業部","1440207","",""
"カワセ印刷(株)","5-6-30","5-9-30","同上","同上","451055","","電手"
"(株)新英","5-6-30","5-10-20","東日本銀行","深川支店","265000","","同上"
"その他","","","","","489142","",""
"受取手形計","","","","","3640134","",""
"(株)帆風","5-3-6","5-7-5","商工組合中央金庫","本店営業部","4240592","朝日信用金庫荒川支店",""
"同上","5-4-5","5-8-5","同上","同上","2000000","商工組合中央金庫上野支店",""
"同上","5-5-10","5-9-5","同上","同上","5000000","朝日信用金庫荒川支店",""
"同上","5-6-5","5-10-5","同上","同上","5000000","商工組合中央金庫上野支店",""
"割引手形計","","","","","16240592","",""
"カワセ印刷(株)","5-4-30","5-7-31","商工組合虫央金庫","本店営業部","1247207","","電手共同紙業(株)"
"山喜包装(株)","5-5-25","5-8-31","みずほ銀行","千束町支店","979300","","(株)天正印刷"
"新日本印刷(株)","5-5-15","5-9-7","三菱UFJ銀行","飯田橋支店","914540","","文化堂印刷(株)"
"(株)ニッコンクリエーション","5-5-10","5-9-15","同上","池袋東口店","1651100","","電手(株)東京ユニオン紙工"
"(株)鈴木加工所","5-6-20","5-10-20","城北信用金庫","東尾久支店","1400000","","(株)フジ製作所"
"その他","","","","","12712755","",""
"裏書手形計","","","","","18904902","",""
"合計","","","","","","",""
